Id,source,issue,ETD_sent,manual_ETD,y_ETD,PS_sent,manual_PS,y_PS
17967,docker,hi all: I am trying to start a container and have it see a specific device(phone) is it possible instead of : docker run -d  -t -i --device=/dev/bus/usb/001/066 .   to use the device serial number? at the docker run command ?,I am trying to start a container and have it see a specific device(phone),ETD_TRYING_TO,1,,,0
15053,deeplearning4j,"in my current arbiter run im always ""Out of [DEVICE] memory"", is it somehow possible to adjust workspace modes for arbiter? or is there another solution? what i observed is: device memory is always full (16245MiB / 16276MiB) even between different candidate runs. when a candidate is finished  i receive ""Out of [DEVICE] memory"" warnings tastyminerals: i dont know :-D but looking at their examples should help: [<-LINK->]",is it somehow possible to adjust workspace modes for arbiter?,ETD_BE_POSSIBLE_TO,1,"in my current arbiter run im always ""Out of [DEVICE] memory""",PS_NEG_AUX_ADV_ADJ,1
19197,docker,"Hi Ya\'ll,  I have written a service using akka-http and dockerized the service. Upon running docker-compose up I noticed I get the following error ""Exception in thread ""main"" java.lang.NoClassDefFoundError: akka/http/scaladsl/model/HttpMethod""The problem I think is since Akka HTTP has 2 modules akka-http and akka-http-core one of them has the class ""akka/http/scaladsl/model/HttpMethod"" while the other one doesn\'t and both the modules have the same namespace I will really appreciate any help",,,0,"I get the following error ""Exception in thread ""main"" java.lang.NoClassDefFoundError: ","PS_PROBLEM,PS_PROBLEM_IS,PS_ERROR_NOUN_PHRASE,PS_NOTICE,PS_ERROR_OCCUR,",1
16800,deeplearning4j,I need your help please: is this the right way to run this example on a spark gpu cluster WITHOUT hdfs? ./spark-submit --class org.deeplearning4j.rnn.SparkLSTMCharacterExample --master spark://masterip:7077  /home/admin/dl4j-spark-1.0.0-alpha-bin.jar -useSparkLocal false,,,0,,,0
29170,typescript,"Hi, I'm trying to write and test typings for @okta/okta-auth-js but I'm running into an issue. I can't seem to figure out how to get tsc to find my declarations. I've put my tsconfig.json and the typings file in a gist and I'd appreciate any help/guidance: [<-LINK->]",I'm trying to write and test typings for @okta/okta-auth-js,ETD_TRYING_TO,1,I can't seem to figure out how to get tsc to find my declarations,"PS_VERB_ERROR,PS_ETD_TRY,PS_SEEMS_TO_NEG_VERB,",1
31439,typescript,"Hi Is it possible to have a interface that changes based on if any of the optional types is used or not. Say I have 5 optional, if 1 of them gets used 2 of the other optional is not really optional anymore. if anyone understood where I'm going with this..","T1: Is it possible to have a interface that changes based on if any of the optional types is used or not. T2: Say I have 5 optional, if 1 of them gets used 2 of the other optional is not really optional anymore.","ETD_BE_POSSIBLE_TO,ETD_FOR_EXAMPLE",1,,,0
27204,nodejs,"I am using express with mongoose. I am separating each collection as different route. When I call route from app.js. It does not show error and also callback function does not work.app.js""""""const express = require(\'express\');var app = express();var {person} = require(\'./routes/person\');app.use(\'/\',person)app.listen(8068, () => {    console.log(\'Started on port 8068\');});""""""  [<-CODE->] code block is person.js person is just a mongoose schema",,,0,When I call route from app.js. It does not show error and also callback function does not work.app.js,"PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_NEG_VERB,",1
30490,typescript,"[<-LINK->] what's like... a better way to do this? Currently I get error TS2322: Type 'BaseClass' is not assignable to type 'ExtendedClass'. Property 'propertyB' is missing in type 'BaseClass'.and I have to override all my static properties to get the right return type... I thought maybe I would instead want to meet an interface, but I can't seem to put static members on one. What's like the better/preferred way to maintain immutability and extend my types in my scenario?",I thought maybe I would instead want to meet an interface,ETD_WANT_TO,1,Currently I get error TS2322: Type 'BaseClass' is not assignable to type 'ExtendedClass'.,"PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_NEG_AUX_ADV_ADJ,PS_NEG_VERB,PS_NEG_ADV_ADJ,PS_SEEMS_TO_NEG_VERB,PS_ETD_TRY,",1
18627,docker,"I receive strange errors inside a docker container. My jvm application writes files to disk and directly call another process with a system call. Is it possible that filesystem isn't synchronized and subprocess tries to read a not flushed file ? SISheogorath: no, same but found the failure. Sorry for not getting back its not realted to docker.",,,0,I receive strange errors inside a docker container.,"PS_PROBLEM,PS_NEG_ADV_ADJ,PS_NEG_AUX_VERB,PS_VERB_ERROR,",1
18038,docker,"has anyone had success with dockerized jenkins running docker within? I've volume moutned docker, and from within the container i am able to fully do anything i want with docker, but jenkins is complaining access denied (i'm testing with jenkins user of course).... this was working earlier today just fine, i just restarted all the services due to a non-related service change. now all of a sudden it's access denied non-stop from the jenkins ui (again, inside the container works fine)",,,0,but jenkins is complaining access denied,"PS_NEG_VERB,PS_ETD_TRY,",1
28027,typescript,"guys, I'm desperately looking for a way to me to put my game project on TypeScript but I can't do so before solve one issue. Since in my game I'm using a components system, I need to have classes generated from few component classes  and here comes a problem. There are no multi inheritance in ts I can't use decorators for that because ts will know nothing about components types I was thinking about something like @Component([Components.Position,Components.Rotation]) I can't use mixins. Because following this  https://www.typescriptlang.org/docs/handbook/mixins.html I should put tedails of each component in each entity which is not a way to go because each time I change something in component, I should change it in each entities where it is applied so what is my ways to solve this?",T1: I'm desperately looking for a way to me to put my game project on TypeScript T2:I need to have classes generated from few component classes,"ETD_LOOKING_TO,ETD_NEED_TO",1,There are no multi inheritance in ts I can't use decorators for that,"PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_VERB_TO_BE_NEGATIVE,",1
24141,nodejs,"How come EventEmitters stack into causing a memory leak? I'm emitting something on loading a page and retrieving it in my socketIO file, and emitting a socket request.  EventEmitter.once works just fine, but that's wierd O.o",,,0,How come EventEmitters stack into causing a memory leak? ,"PS_VERB_ERROR,",1
24950,nodejs,eliecerthoms: Hey getting an error on one of the excercises (Make it Modular): this is what I am getting:  [<-LINK->] Any help would be great? Has anyone in here done the exercises from Nodeschool.io > Learnyounode? Getting an error running the Make it Modular jenkynolasco11: What do you mean? New to this.,,,0,Hey getting an error on one of the excercises (Make it Modular): this is what I am getting:,"PS_PROBLEM,PS_VERB_ERROR,",1
7944,deeplearning4j,"zpfxellose: val nn= Nd4j.create(dataMap.values.toArray)java.lang.NoClassDefFoundError: Could not initialize class org.nd4j.linalg.factory.Nd4jguys, anyone has seen this error before? org.nd4j:nd4s_2.11:0.4-rc3.82 sorry i am new to this. so i still need nd4j package",so i still need nd4j package,ETD_NEED_TO,1,Nd4j.create(dataMap.values.toArray)java.lang.NoClassDefFoundError: Could not initialize class,"PS_PROBLEM,PS_NEG_AUX_VERB,PS_ERROR_NOUN_PHRASE,",1
25935,nodejs,"Good night, someone can help me with ""Multipart: Boundary not found"" error? I'm trying to send json data to server and this data contains an image... I'm setting the Content-type to 'multipart/form-data' with multer plugin and always that I try to send the request node returns this error for me",I'm trying to send json data to server and this data contains an image,ETD_TRYING_TO,1,"someone can help me with ""Multipart: Boundary not found"" error?","PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_PROBLEM,",1
28005,typescript,"Question: Is there a reason TS seems to ignore generics that are not actually used in the value signature for the type?  [<-CODE->] this is not actually treated as a Foo<bool> IE, functions that only operate on Foo<bool> will happily accept Foo<string>, Foo<number>, etc BUT if I do this [<-CODE->] then we're all gravy that makes type-ghosting or phantom types a little awkward been resorting to [<-CODE->] that sort of thing, to create phantom types ( the above does NOT work however.  I am forced to in-line this adhoc solution everywhere ) [<-CODE->]  [<-CODE->]",,,0,BUT if I do this [<-CODE->] then we're all gravy that makes type-ghosting or phantom types a little awkward been resorting to [<-CODE->],"PS_NEG_AUX_VERB,PS_NEG_VERB,PS_NEG_AUX_ADV_ADJ,PS_ONLY,",1
15919,deeplearning4j,"I am trying to use LossLayer, but I am getting a weird NullPointerException. There is not example of this layer in examples repository. Is it supposed to be working? Or should it be used in a very specific way? I updated the gist treo: I tried it both ways, same result. I updated the stack trace in gist",I am trying to use LossLayer,ETD_TRYING_TO,1,but I am getting a weird NullPointerException,"PS_NEG_ADV_ADJ,PS_ETD_TRY,",1
28062,typescript,anyone know how to override Webpack Dev Server complaints about errors while compiling so a reload was prevented there was a typescript error but it's non fatal it's just like property x can't exist on type {} or whatever because i modified an object after i declared it,,,0,there was a typescript error but it's non fatal it's just like property x can't exist on type,"PS_VERB_ERROR,PS_NEG_AUX_VERB,",1
10446,deeplearning4j,"I am using eclipse to work with DL4j , i added all the dependencyies to my project, but i still get error: no nd4j in java.library.path. As suggested in the installation webapage, i added -Djava.library.path=""""  to my VM argument but i still get the error  . any help No , I build my own eclipse plugin , and added the required jars in the build path",I am using eclipse to work with DL4j,ETD_USED_TO,1," i added all the dependencyies to my project, but i still get error: ","PS_PROBLEM,PS_ERROR_NOUN_PHRASE,PS_BUT_RB,PS_VERB_ERROR,",1
18012,docker,Anybody here uses [<-LINK->] ? I'm trying to find API to get the host IP address of my container if I'm running in a Swarm More general then; I started a docker-machine VM on my Mac and did a swarm init.docker infoshows swarm active. When I start a container and dodocker inspect <container>it doesn't have theNodefield I would expect,I'm trying to find API to get the host IP address of my container,ETD_TRYING_TO,1,it doesn't have theNodefield I would expect,"PS_NEG_AUX_VERB,",1
30001,typescript,I have an async method that doesn't return anything... what type of promise do i return? async myMethod() : Promise<undefined> ? Promise<void> also doesnt work An async method in es5/es3 requires a 'Promise' constructor ^ error i get when i add as method return type : Promise<void>,An async method in es5/es3 requires a 'Promise' constructor,ETD_REQUIRES,1,I have an async method that doesn't return anything,"PS_NEG_AUX_VERB,",1
26167,nodejs,"I am using ordinary node with mongoose to build an api server. when I try this: [<-CODE->] path '/' works fine, serving the test data but path 'users/total/' gives this error => [<-CODE->] I am not sure Piterden: any suggestion or idea? console.log works but res.write() throws that error",I am using ordinary node with mongoose to build an api server. when I try this,"ETD_USED_TO,ETD_TRYING_TO",1,but path 'users/total/' gives this error => res.write() throws that error,"PS_VERB_ERROR,PS_NEG_AUX_ADV_ADJ,",1
13652,deeplearning4j,"no jniopenblas in java.library.path Getting this error when trying to run my build, any ideas? using gradle and on windows compile group: 'org.deeplearning4j', name: 'deeplearning4j-modelimport', version: '0.9.1'compile 'org.nd4j:nd4j-native:0.9.0'compile 'org.nd4j:nd4j-native:0.9.0:windows-x86_64'",when trying to run my build,ETD_TRYING_TO,1,Getting this error when trying to run my build,"PS_PROBLEM,PS_NO_NOUN,",1
30656,typescript,"Often modules extend other modules, and partially expose some of their features. A re-export does not import it locally, or introduce a local variable I need to both import (to use within the file) and re-export (because I'm merging declarations). How can I do that? The problem cannot be demonstrated with just a single file, because it only manifests with imports and re-exports. I put it up on SO: [<-LINK->] dwelle: I tried that, and for some reason could not reproduce my error with the same code. Since I can't see what version of TS it's using, or how it's run, I gave up  [<-CODE->]  [<-CODE->] that's the whole file to make that error  [<-CODE->]  [<-CODE->] I think I described all this in my SO question","A re-export does not import it locally, or introduce a local variable I need to both import (to use within the file) and re-export (because I'm merging declarations).",ETD_NEED_TO,1,[<-CODE->] that's the whole file to make that error,"PS_NEG_AUX_VERB,PS_ONLY,PS_ERROR_OCCUR,PS_PROBLEM,PS_VERB_ERROR,",1
29873,typescript,"I'm trying to type-guard on a discriminant property with Array.prototype.includes but that doesn't seem to work (2.8.1), didn't find anything searching through the issue tracker. Here is a gist of the principle [<-LINK->]",I'm trying to type-guard on a discriminant property with Array.prototype.includes,ETD_TRYING_TO,1," but that doesn't seem to work (2.8.1), didn't find anything searching through the issue tracker","PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_SEEMS_TO_NEG_VERB,",1
20367,ethereum,Hello all! I'm looking to learn more about cryptocurrencies by learning more about the underlying structure. Are there any recommended tutorials or presentations that go over using ethereum's blockchain as a starting point?Thanks in advance!,I'm looking to learn more about cryptocurrencies by learning more about the underlying structure.,ETD_LOOKING_TO,1,,,0
23486,gitter,I'm using the desktop client on Ubuntu 19.04. If I close the  main window there doesn't appear to be a way to restore it. The notification area icon has sign out and exit options only. If I click the launcher again nothing appears to happen. I did look through the issues in GiHub but couldn't find anything relevant.,,,0,If I close the  main window there doesn't appear to be a way to restore it.,"PS_NEG_AUX_VERB,PS_NO_NOUN,PS_PROBLEM,",1
28292,typescript,"Hi,I'm trying to do the following,  and can't figure out why I get an error: [<-CODE->] The error I get is: [<-CODE->] dtabuenc: , last line was missing a', but only here in reduce test case :) The two duplicate lines are my (obviously failed) attempt to define an overload which will allow two different signatures for the returned function Oh... Now I get it. Fixed by defining an overload interface for the returned value.Your answer really helped making it clear what the problem is.Thanks!",I'm trying to do the following,ETD_TRYING_TO,1,and can't figure out why I get an error: [<-CODE->] The error I get is:,"PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_NEG_VERB,PS_NEG_ADV_ADJ,",1
30250,typescript,"Hi, I've been looking for few days on how to support selecting sub-set of an object based on the type of its properties. However I didn't find a way to make it work: [<-LINK->] Anyone here does have an idea ? Is there a possibility to filter a keyof based on the value C[keyof C] to be a string ? It is not really better, so I was able to pass the assignment issue but usingK extends Extract<{ [k in keyof C] : (C[k] extends string ? k : never) }[keyof C], string>and data (of type C[K]) doingdata.lengthfails length not assignable to C[K]",Is there a possibility to filter a keyof based on the value C[keyof C] to be a string ?,ETD_BE_POSSIBLE_TO,1,However I didn't find a way to make it work,"PS_NEG_AUX_VERB,PS_VERB_ERROR,PS_NEG_AUX_ADV_ADJ,",1
13322,deeplearning4j,"I am having trouble installing DL4J. I've installed Mavin, but when I try to import the ""dl4j-examples"" folder and click ""import project from external model"" Mavin is not an option. Any help?","but when I try to import the ""dl4j-examples"" folder and click ""import project from external model""",ETD_TRYING_TO,1,I am having trouble installing DL4J,"PS_PROBLEM,",1
18328,docker,"Hi everyone, I'm a user of docker-compose on windows with docker-machine. I have multiple container, each one a  spring micro service. My question is about the excessive memory usage of docker-compose on the current version. When I launch my containers separated, I use less memory then when I launch with docker-compose. Does anybody know why on this version memory is anormally used more on docker-machine ? thanks for you help!",,,0,,,0
19093,docker,"Does anyone know if Docker for Windows supports Windows and Linux containers side by side yet? I've got the latest version of Windows 10 and Docker for Windows and I successfully pulled down a linux image using--platform linux, however the container just exists as soon as I start it.",,,0,,,0
10632,deeplearning4j,"Hello! Currently porting some examples to Clojure and so far have been successful, however I'm running into trouble with this line: Nd4j.dtype = DataBuffer.Type.DOUBLE; I've been getting a static field not found for Nd4j.dtype,  I looked at  the docs and didnt see a function that lets me set the datatype. I also noticed this line: Nd4j.factory().setDType(DataBuffer.Type.DOUBLE); and now I'm curious as to why both are needed This is the example Im working off of [<-LINK->] and here is a gist illustrating what is happening",,,0,however I'm running into trouble with this line:,"PS_PROBLEM,PS_NEG_AUX_VERB,PS_NOTICE,",1
27736,nodejs,Is the app open to the world or country based only? Like the services you are servicing,,,0,,,0
30166,typescript,"hey - can i get some n00b help. I have the following message ""[ts] Cannot invoke an expression whose type lacks a call signature. Type 'Action<any, any>' has no compatible call signatures."" but cant wrap my head around whats going on",,,0,[ts] Cannot invoke an expression whose type lacks a call signature,"PS_NEG_AUX_VERB,PS_NEG_VERB,PS_VERB_NO,",1
8355,deeplearning4j,"Good morning guys, can someone help me here? I've to work with 2 data sets, they have the same format except the second does not have the last parameter (label). When I try to evaluate the model says something like can't be evaluate because the matrix don't have the same length. Someone can give me a direction?",When I try to evaluate the model says something like,ETD_TRYING_TO,1,can't be evaluate because the matrix don't have the same length,"PS_NEG_AUX_VERB,",1
24724,nodejs,"just a quick one, what's the best way to deal with this module default issue with babel 6 ? My modules can't get fetched when myimport compiles torequire should i use this dependency ? babel-plugin-add-module-exports Or should I change the way I write my es6 ?",,,0,My modules can't get fetched when myimport compiles torequire,"PS_VERB_ERROR,PS_NEG_AUX_VERB,",1
13566,deeplearning4j,I'm trying to import a model with DL4J but i'm getting this error:org.deeplearning4j.nn.modelimport.keras.InvalidKerasConfigurationException: Could not determine number of outputs for layer: no output_dim or nb_filter field found. I checked the json file i'm importing though and everything looks like it's fine? any ideas?,I'm trying to import a model with DL4J,ETD_TRYING_TO,1,i'm getting this error:,"PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_ERROR_NOUN_PHRASE,PS_NO_NOUN,PS_ETD_TRY,",1
31615,typescript,"I have a npm module, this module is published as two different packages, one only with types and the other one with the implementations, in a third application I need to import both the implementation and the types, the problem is: When comparing the implementation with the types it seems like they are not a match, as if they both were different types. Here's the error message: Type 'import(""/home/user/git/project/node_modules/@impls/payment/dist/types/Paid"").Paid' is not assignable to type 'import(""/home/user/git/project/node_modules/@types/payment/index"").Paid'. So that we dont need to duplicate the interface","I need to import both the implementation and the types,",ETD_NEED_TO,1,"the problem is: When comparing the implementation with the types it seems like they are not a match, as if they both were different types. Here's the error message:","PS_PROBLEM_IS,PS_NEG_ADV_ADJ,PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_NEG_AUX_ADV_ADJ,",1
19063,docker,"Does anyone have an example how to load an ssl cert off a volume? johannwagner: well, for a new production setup with commercial wildcard I would like the nginx container to load the cert off the host when possible. So I am looking for the best way to do this is the nginx Docker file. Thought of connecting host to container and store cert on the host, but not sure if that is the best way and how I would do this Aha.",I would like the nginx container to load the cert off the host when possible,ETD_WOULD_LIKE,1,,,0
11890,deeplearning4j,"hi. can someone help? I have two dimensional matrix. I need to set first and last column of each row to 0. Was looking into BooleanIndexing, but I didn't find how to construct condition with respect to value coordinates not the value itself.",T1: I need to set first and last column of each row to 0. T2: Was looking into BooleanIndexing,"ETD_NEED_TO,ETD_LOOKING_TO",1,"Was looking into BooleanIndexing, but I didn't find how to construct condition with respect to value coordinates not the value itself.","PS_NEG_AUX_VERB,",1
29205,typescript,"Hi guys, what do I have to do to tell TS that I got some global variable in window?I did install types by npm install --save-dev @types/jquery, editor guesses correctly that '$' is JqueryStatic, but compiler throws this error at me: [<-CODE->] What to do? I got type roots atnode_modules/@types",,,0,but compiler throws this error at me,"PS_PROBLEM,",1
15370,deeplearning4j,"What should I include in the buil.sbt file ? so far I included resolvers += ""Sonatype OSS Snapshots"" at ""https://oss.sonatype.org/content/repositories/snapshots""libraryDependencies += ""org.deeplearning4j"" % ""deeplearning4j-core""    % ""0.9.2-SNAPSHOT"" but it is still not working",,,0,but it is still not working,"PS_NEG_AUX_VERB,PS_BUT_RB,",1
26643,nodejs,"hi there. I am trying to use [<-LINK->] in my node js app here is my app.js [<-LINK->] i am using bable node server. In my routes, when I try to get req.fingerprint, I am getting undefined. Can anyone please help me out roychri: , It didn't show any error. It just prints as undefined roychri: , so you want me to put it on top?",I am trying to use [<-LINK->] in my node js app,ETD_TRYING_TO,1,"when I try to get req.fingerprint, I am getting undefined","PS_NEG_ADV_ADJ,PS_VERB_ERROR,PS_NEG_AUX_VERB,",1
6838,appium,"Hi Guys, after updating WDA with latest code [<-LINK->] , we are facing issue for finding Xpath specific to Webview in Native app. How to solve? Earlier its works and click for existing xpath but after updating existing code is not working and do not click on the same element.  Can anyone please suggest the solution...",,,0,we are facing issue for finding Xpath specific to Webview in Native app,"PS_PROBLEM,PS_NEG_AUX_VERB,",1
22237,ethereum,good day!  I am aware that the Ethereum network requires money on the public blockchain to add contracts and process transactions which can get really expensive.  Does it require your money to run an application and process transactions on your own private blockchain?,the Ethereum network requires money on the public blockchain to add contracts and process transactions which can get really expensive,ETD_REQUIRES,1,,,0
12514,deeplearning4j,"raver119: here is the gist, look I am trying to run this example: dl4j-examples/dl4j-examples/src/main/java/org/deeplearning4j/examples/recurrent/word2vecsentiment/Word2VecSentimentRNN.javawhen i run it using ./run-examples.sh it's going well but when i try to run it on my machine it gives me the killed as the result, what is wrong? [<-LINK->]",I am trying to run this example,ETD_TRYING_TO,1,but when i try to run it on my machine it gives me the killed as the result,"PS_NEG_ADV_ADJ,",1
16461,deeplearning4j,"[<-LINK->] On the quick start, what is the configuraion to run? in intellij Error:(3, 26) java: package javafx.application does not exist yeap, i just did the down grade.  [<-LINK->] is this config often used for running? or we need to specify some other things?",,,0,"in intellij Error:(3, 26) java: package javafx.application does not exist yeap","PS_NEG_AUX_VERB,",1
21616,ethereum,"""Insufficient funds. The account you tried to send transaction from does not have enough funds. Required 1124046000000000 and got: 0"". this is a message showing every time i try to send my 371.4311 ADX from my ethereum wallet. can you help me someway?",i try to send my 371.4311 ADX from my ethereum wallet,ETD_TRYING_TO,1,Insufficient funds. The account you tried to send transaction from does not have enough funds,"PS_NEG_AUX_VERB,PS_NEG_AUX_ADV_ADJ,",1
21724,ethereum,"Omni charges 5 basis points. Any idea what Eth charges? 0.05 ie Tether ups it to 10 basis points You set the price by buying up if it goes down and selling a bunch if it goes above a fixed price Also by maintaining what ever currency it is linked to Sorry, I dont know",,,0,,,0
15775,deeplearning4j,hi I am trying to apply [<-LINK->] trying to get advantage of one GPU is that the right way to do it? I am just using nd4j library I am not familiar with workspaces,I am trying to apply [<-LINK->] trying to get advantage of one GPU,ETD_TRYING_TO,1,I am just using nd4j library I am not familiar with workspaces,"PS_NEG_AUX_ADV_ADJ,",1
27673,nodejs,"Hello, I am having a lot of trouble trying to set a cookie in express. I tried as per documentation, console.log-ing after this works and I have the header but requesting from postman and client the header is not set. Can someone help? [<-CODE->] I added cookieParser and tried the config with domain, httpOnly, secure and so on.",I am having a lot of trouble trying to set a cookie in express.,ETD_TRYING_TO,1,I am having a lot of trouble trying to set a cookie in express,"PS_PROBLEM,PS_NEG_AUX_VERB,",1
25421,nodejs,Hi I am new to nodejs and I am just doing a simple GET api call but I can't seem to get the body of my query can somebody please help me. THank you very much. Below is my code: [<-CODE->] I just want to get the body of the request saved into a variable,I just want to get the body of the request saved into a variable,ETD_WANT_TO,1,but I can't seem to get the body of my query,"PS_SEEMS_TO_NEG_VERB,",1
10323,deeplearning4j,"Hi, I have a short question to the example (word2vecsentiment): I get an error like ""Exception in thread ""main"" java.lang.OutOfMemoryError: Cannot allocate new FloatPointer(900000000),[...]"". Do I have a chance to fix this by the running-options or is it simply that I have to less RAM? (i have 8gb) *too little raver119: thanks for that. i already tried it with Xmx6G, but it still doesn\'t work. The strange thing is, that if I print the (double) (Runtime.getRuntime().freeMemory()) / 1024/1024, I get ""109.0"" (MB). ok, but with Xmx6g i still get the same error. alright, got it. I'll try to run it on another machine.",I'll try to run it on another machine,ETD_TRYING_TO,1," I get an error like ""Exception in thread ""main"" java.lang.OutOfMemoryError:","PS_PROBLEM,PS_NEG_AUX_VERB,PS_ERROR_NOUN_PHRASE,PS_BUT_RB,PS_ETD_TRY,PS_PROBLEM_IS,PS_VERB_ERROR,",1
6843,appium,"Hi All, Can it be possible to click below element without context switching to web view on Android platform: WebElement beverageElement = mBotDriver.findElement(By.xpath(""//android.view.View[@text,'QuantityCountry Quantity']"")); I'm able to click on this element on iOS using idWebElement dashletTitleElement = driver.findElement(By.id(QuantityCountry Quantity')); But the same element I'm not able to click on Android platform I'm getting below error logs in appium: io.appium.uiautomator2.common.exceptions.UiAutomator2 Exception I'm on Appium 7.1",Can it be possible to click below element without context switching to web view on Android platform,ETD_BE_POSSIBLE_TO,1,But the same element I'm not able to click on Android platform I'm getting below error logs in appium:,"PS_PROBLEM,PS_NEG_AUX_ADV_ADJ,",1
12344,deeplearning4j,"If I want to train a network for function approximation, and I want to be able to use a dynamically generated dataset, should I use an INDArray with the pre-generated data, or should I extend the DatasetIterator and Dataset classes to have it continually generate the data during the training? I may need too many examples to be able to store it in an array (unless INDArray has some way to offload the data to storage when not in use).","T1: I want to train a network for function approximation, and I want to be able to use a dynamically generated dataset T2: I may need too many examples to be able to store it in an array (unless INDArray has some way to offload the data to storage when not in use).","ETD_WANT_TO,ETD_NEED_TO",1,,,0
30566,typescript,"Hey guys, I need some help reducing the build time for a Typescript Webpack build - but I can't profile the build, because the resulting profile recording is too large for any of the debugging tools to read (around 120MB) Does anyone know how to ""split a profile"" file into multiple parts?",I need some help reducing the build time for a Typescript Webpack build,ETD_NEED_TO,1,"but I can't profile the build, because the resulting profile recording is too large for any of the debugging tools to read (around 120MB)","PS_NEG_AUX_VERB,PS_TOO,PS_ETD_TRY,",1
11658,deeplearning4j,"I'm having issues reading my csv file using the datavec  ""ClassPathResource"", it keeps throwing FileNotFoundExceptions and I've tried to read the file using the Java.util inputStream and it does actually read the data in the specified path........ Could someone please help me with this issue?? I\'ve tackling this for 3 days and couldn\'t find anything on google relating to this specific issue or any workarounds",I've tried to read the file using the Java.util inputStream,ETD_TRYING_TO,1,"I'm having issues reading my csv file using the datavec  ""ClassPathResource"", it keeps throwing FileNotFoundExceptions ","PS_PROBLEM,PS_VERB_ERROR,PS_NEG_AUX_VERB,",1
16340,deeplearning4j,"hey guys, i am looking for active github repositories that need technical revisions in the README files. It is for a technical writing project. :)",i am looking for active github repositories that need technical revisions in the README files,ETD_LOOKING_TO,1,,,0
7393,deeplearning4j,"I am new to Dl4j and have a question, will really appreciate if someone can help me I am trying to run the Image Classification Example on a sample data I downloaded (5 images each from each class ) and running on the code from github [<-LINK->] I manage to get a NAN for f1 score not sure what am I missng?",I am trying to run the Image Classification Example on a sample data I downloaded,ETD_TRYING_TO,1,,,0
21450,ethereum,"please help i sent ethereum and coinbase wallet says it was set but its not in the receiving waller. ive checked addresses to make sure they were correct but im getting the error "" Note: Don't Panic! The node responsible for checking the balances is not responding, if the issues persists please contact us"" anyone else having issues?",,,0,"but im getting the error "" ","PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_NEG_AUX_VERB,",1
3317,angular,How can I create definitions for this type of module? [<-CODE->] I tried: [<-CODE->],How can I create definitions for this type of module?,ETD_CAN_QUESTION,1,,,0
13868,deeplearning4j,"when using the UI when the code runs on a cluster the UI_MACHINE_IP should the the public IP address of the machine where the UI instance runs? In spark, when passing the data to my local ui, the  UI_MACHINE_IP is the IP I find by typing ifconfig in my local? Thank you. Since the UI is running on my local, I thought the address would be the one of my local right?",,,0,,,0
30162,typescript,"Hi all,  I can't  understand this case; [<-LINK->] - typescript playground Can someone help me?",,,0,I can't  understand this case,"PS_NEG_AUX_VERB,",1
7751,deeplearning4j,"The code was something I came up with, I just  tried to simplify the DBMnistFullExample to mimic a simpler rbm on deeplearning.net that actually can plot some decent filters etc. I assume the RECONSTRUCTION_CROSSENTROPY loss function minimizes the reconstruction error during pretrain, correct? I started out trying to get the full mnist dbn to work out, but the score listener keeps giving me higher scores and my filter plots look messy (no patterns)",I just  tried to simplify the DBMnistFullExample to mimic a simpler rbm on deeplearning.net that actually can plot some decent filters etc.,ETD_TRYING_TO,1,"I started out trying to get the full mnist dbn to work out, but the score listener keeps giving me higher scores and my filter plots look messy (no patterns)","PS_PROBLEM,PS_ETD_TRY,",1
7136,appium,Hi guys! does the following error has a solution?: /usr/local/include/string.h:25:10: fatal error: 'plist/Node.h' file not found include <plist/Node.h> This happened when updating appium from 1.10 to 1.12.1 node: 10.14.1,,,0,file not found,"PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_ERROR_NOUN_PHRASE,",1
14947,deeplearning4j,"Hi all, I'm testing frozen graph import from TF this is how I'm saving pb file [<-LINK->] loading pb file in Java [<-LINK->] Thsts the exception in the line with the import [<-LINK->] I'm using nd4j master I took TensorFlowImportTest class code with exception of the lines that I sent you here in my gist i'll try but the model seems to be ok I mean i was restoring it from with the tf.Saver and it was ok",,,0,Thsts the exception in the line with the import,"PS_PROBLEM,PS_NEG_VERB,PS_ETD_TRY,",1
25735,nodejs,"hey , I'm  trying to create a node server that require json object and register url [<-CODE->] this function work [<-CODE->] and when i change it to this function that maybe register more than one url [<-CODE->] i  get the error: throw new TypeError('first argument must be a string or Buffer'); can anyone help ?? thanks",T1: I'm  trying to create a node server that require json object and register url T2: first argument must be a string or Buffer,"ETD_TRYING_TO,ETD_MUST",1,when i change it to this function that maybe register more than one url [<-CODE->] i  get the error,"PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,",1
