,issue,openAI_ETD1,y_ETD,y''_ETD,ACC_AI_ETD
ethereum,"hi all is anyone know margin setting in ethereum what is it and how to we perform it?????, if anyone know about it please tell me something about it. chafey: hi sir i am new in ethereum and working in ethereum, someone give me task to do margin setting in your project i not undrestend about the term what mean by margin in ethereum so i asked the question.","The sentence """""" someone give me task to do margin setting in your project i not undrestend about the term what mean by margin in ethereum so i asked the question. """""" uses <pattern>do sth in order to VB</pattern> to indicate that the user wants to ""do margin setting in the project"". The answer is YES.",0,0,1
deeplearning4j,"Hi, I am using CSVNLinesSequenceRecordReader(3) The data in the cvs files should be:1,2,34,5,6...or 123456...?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
gitter,Having an issues with navigation between rooms on both web app and desktop shell. First room visited and participants remain despite header bar and URL changing to next room clicked. The bayeaux WebSocket is also timing out occasionally or returning a gateway error from its reverse proxy.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,I got an error when I write npm Error: Cannot find module 'rimraf' wtf?!,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
typescript,Is there a way to use object spread in this way without an error?,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,"Hi I have a bit of an awkward issue regarding container to container connectivity whatever I export or publish, I only getConnection refusedwith curl full details here: it would be awsome if someone could have a look on that",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"Hey, anyone here? I cannot use dl4j - because some classes are not in the dependecies. e.g:org.nd4j.activations.Activation simply does not existI tried on two diffrent PCs and OSsPlease help",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,Hi everyone. what would be the best container to stash image data in to send over Socket.io ...FROM Node to Client(Browser) This is my code at the moment ->,"The sentence """""" what would be the best container to stash image data in to send over Socket.io """""" uses <pattern>what to VB</pattern> to indicate that the user is asking for advice on ""the best container to stash image data"". The answer is YES.",1,0,0
docker,Hi! Are the stats for network IO suposed to work when I'm running a container with --net=host ?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
ethereum,Is there any webpage to make possible ? I just want to type the time and get the code omg :D I can't start the ico,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
typescript,"What's the easiest way to test/debug/step through a change to the compiler? There's no VSCode launch.json for instance also, I can't seem to get sourcemaps to work. :/ Hrm, had to build with jake (why are there two build tools?) and change it to no longer add -mapRoot â€¦ but it skips my breakpoints, even with stopOnEntry only works if i use â€œdebugger;""","The sentence """""" What's the easiest way to test/debug/step through a change to the compiler? """""" uses <pattern>trying to VB</pattern> to indicate that the user is trying to ""test/debug/step through a change to the compiler"". The answer is YES.",0,0,1
nodejs,"hey guys anybody awake, need a second pair of eyes Hey dude thanks I'm trying to authenticate to a site using node, the site uses x-www-form-urlencoded but nothing shows up in the network panel for me to inspect the POST request and reverse engineer it every other site is easy peezy, but this one holy mooly the site is jdate.com :) once you're logged into the site all API requests are authenticated with a token that's appended to the end of the endpoint url but i can't see how the browser receives that token yeap using AJAX you can try it jdate.com and try to login even if you put a bs email addy and password try to inspect the POST request nothing shows up lol","The sentence """""" I'm trying to authenticate to a site using node, the site uses x-www-form-urlencoded but nothing shows up in the network panel for me to inspect the POST request and reverse engineer it """""" uses <pattern>trying to VB</pattern> to indicate that the user is attempting to ""authenticate to a site"". The answer is YES.",0,0,1
deeplearning4j,"Anyone on? Just wondering what the correct syntax is for putScalar 2 d matrix setup with Nd4j.zeros(10,3) so should be 3 columns with 10 rows. Just want to set a specific value at a specific point for instance row 1 col 2 using matrix.putScalar(new int[]{1,2},data); is throwing an exception SEVERE: Index [0] must not be >= shape[d].","The sentence """""" Just want to set a specific value at a specific point for instance row 1 col 2 using matrix.putScalar(new int[]{1,2},data); is throwing an exception SEVERE: Index [0] must not be >= shape[d]. """""" uses <pattern>want to VB</pattern> to indicate that the user wants to ""set a specific value at a specific point"". The answer is YES.",0,0,1
deeplearning4j,is there an example that uses the BalancedPathFilter? I'm looking at the documentation and having a hard time figuring out how to use it. thanks. I'll try to change my document loading code to use that,"The sentence """""" is there an example that uses the BalancedPathFilter? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user is looking for an example on how to use BalancedPathFilter. The answer is YES.",0,0,1
appium,Hi Guys !! I'm trying to automate a test App using appium (v 1.6.5 - local / desktop version) in which I observed the following error : Can someone help kindly Asimk21: : Yes ! i'm passing the correct element id Asimk21: : Let me share the code with you @Asimk21 : I've done the same -- I think I missed mentioning it. I just now changed it to xpath too as above - still getting the sameelement can't be located Asimk21: Will give a try and revert back,"The sentence """""" I'm trying to automate a test App using appium (v 1.6.5 - local / desktop version) """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""automate a test App"". The answer is YES.",0,0,1
appium,"I have a apple script to enable touchid on simulator and I need to run this apple script as part of jenkins setup, Has anybody tried this? When I try to run the applescript from command line i get ""0:13: syntax error: A unknown token can't go after this identifier. (-2740)"" but when I run the script using apple script editor it works fine","The sentence """""" I need to run this apple script as part of jenkins setup """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""run this apple script as part of jenkins setup"". The answer is YES.",0,0,1
appium,Is iOS 12.2 supported? I want to run web tests on mobile Safari 12.1. I had a working setup with iOS 12.1 but after the upgrade to 12.2 I cannot get appium to work.,"The sentence """""" I want to run web tests on mobile Safari 12.1. """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""run web tests on mobile Safari 12.1"". The answer is YES.",0,0,1
nodejs,"Hi, i really suck at node... so does anyone know why this just returns me an empty object? anyone here? because i have no diea how promises work and im trying to find out how to be able to use that API call",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
deeplearning4j,Why can't I download the much dependencies from the repository ? Central or mirrored repository,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,Why is prependListener 'not a function' in node 6.0? I want it available on an emitter made global Is it something to do with inheritance? I'm just instantiating it asglobal.Emitter = new EventEmitterbutprependListeneris a no-go there,"The sentence """""" I want it available on an emitter made global """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""make it available on a global emitter"". The answer is YES.",0,0,1
typescript,"Anybody have a good example of TSX/React? Having hell clearing my terminal of [at-loader] errors. -_- I was receivingcannot find module ""...""on everything, but I switched from import ... from ...to require() and those are gone. Right now I am working to clear these out: It was mostly on.sassfiles, as I am using CSSModules. Theprops: anything is just my latest tinker to try to get this to resolve. <{ any }, {}><any, {}>Neither of these fix the warning, but don't break my app either. No sir.","The sentence """""" Having hell clearing my terminal of [at-loader] errors. -_- """""" uses <pattern>trying to VB</pattern> to indicate that the user is trying to ""clear terminal of [at-loader] errors"". The answer is YES.",0,0,1
gitter,"Hi, I was trying to create a room for the ""Angular"" community, but I press the button and nothing happens, I check the console and: I'm not a member of the ""Angular"" team. I need to be a member of ""Angular"" to create separate room for that community? There's a lack of UX possibly due to that error. Yes, I tried to refresh the page. that error trigger every time I type on the name input form or click ""create""","The sentence """""" I need to be a member of ""Angular"" to create separate room for that community? """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""be a member of 'Angular' to create a separate room"". The answer is YES.",0,0,1
gitter,"ok I'm a little werided out, I'm using the irc connection and I'm wondering why is the thing constantly rebooting itself at least 2-3 times a day? nope, it's still rebooting several times it did it twice last night apprently actually 4 times",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,does anyone know how to handle an assertion/expect error to ensure that the subsequent test case continue to run? im using APPIUM-WEBDRIVERIO-MOCHA-CHAI,"The sentence """""" how to handle an assertion/expect error to ensure that the subsequent test case continue to run? """""" uses <pattern>how to VB</pattern> to indicate that the user wants to ""handle an assertion/expect error"". The answer is YES.",0,0,1
typescript,hi all.. how can I define interface with typeof of a class? doesn't work? is the typeof correct?,"The sentence """""" how can I define interface with typeof of a class? """""" uses <pattern>how to VB</pattern> to indicate that the user wants to ""define interface with typeof of a class"". The answer is YES.",0,0,1
deeplearning4j,Hey. Trying to find a way to calculate the determinant of a matrix (INDArray) in Nd4j. Can't find it! My search has taken me to: . I feel like I'm close. Any pointers?,"The sentence """""" Trying to find a way to calculate the determinant of a matrix (INDArray) in Nd4j. """""" uses <pattern>Trying to VB</pattern> to indicate that the user is attempting to ""calculate the determinant of a matrix in Nd4j"". The answer is YES.",0,0,1
ethereum,"Hello, I cannot synchronise. It always lefts about 200 blocks and downloading is stopped. What I need to do?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,"hi guys, i would like to ask if is it possible to use docker in windows 2008 server?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,Hi Folks - im trying to figure out why my dockerhub is showing all my tags as being updated - im building using the following ci script,"The sentence """""" im trying to figure out why my dockerhub is showing all my tags as being updated """""" uses <pattern>trying to VB</pattern> to indicate that the user is attempting to ""figure out why dockerhub is showing all tags as being updated"". The answer is YES.",0,0,1
nodejs,"Hi, im working uaing a mocha testing framework anf using puppeteer automation. But I seem to have issues using asynchronous code. Im getting Error: Timeout of 2000ms exceeded. For async tests and hooks, ensure ""done()"" is called; if returning a Promise","The sentence """""" But I seem to have issues using asynchronous code. """""" uses <pattern>seem to VB</pattern> to indicate that the user is experiencing issues with asynchronous code. The answer is YES.",0,0,1
docker,"Hello, Can any body help me, env $JAVA_OPTS not work, when docker run output isError: Could not find or load main class ${JAVA_OPTS} I firgout , env var not work in ENTRYPOINT or CMD when use exec format","The sentence """""" env $JAVA_OPTS not work, when docker run output isError: Could not find or load main class ${JAVA_OPTS} """""" uses <pattern>not work to VB</pattern> to indicate that the user is facing an issue where ""env $JAVA_OPTS not work"". The answer is YES.",1,0,0
ethereum,Hi! what will happen if two persons run the same contract to change the same global variable at the same timeTHX,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,"How can i run docker command in dockerfile? The docker from host ,example","The sentence """""" How can i run docker command in dockerfile? """""" uses <pattern>how to VB</pattern> to indicate that the user wants to ""run docker command in dockerfile"". The answer is YES.",0,0,1
ethereum,"My EthereumWallet sync pedning 2 days by now! What's wrong? I have about 99% progress and it can't catch up the lasts blocks. Any advices? ""Downloading block 4,891,986 of 4,892,236,"" and sometimes it just hangs still..",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,hello anyone here Is it possible to access a javascript object inside the object itself for instance I have but the fullName already return as undefined so there is no way we can access an object's property before it's instantiated ?,"The sentence """""" so there is no way we can access an object's property before it's instantiated ? """""" uses <pattern>there is no way to VB</pattern> to indicate that the user is questioning the possibility of ""accessing an object's property before it's instantiated"". The answer is YES.",0,0,1
nodejs,"Hi there. Is there no way what-so-ever to pause the current execution context, let node's event loop proceed, and then resume to the current execution context?","The sentence """""" Is there no way what-so-ever to pause the current execution context, let node's event loop proceed, and then resume to the current execution context? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user is asking if there is a way to ""pause the current execution context, let node's event loop proceed, and then resume to the current execution context"". The answer is YES.",0,0,1
appium,"Hi all, when i run the command uiautomator i get the following errorException in thread ""main"" java.lang.UnsatisfiedLinkError: Could not load SWT library",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
ethereum,"can some help me, I have a problem with running private blockchain. I have tried $ geth --ipcpath after this my mist wallet is syncing not my blockchain but I think it syncs public",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,"hi , i have multiple projects that them depend each other but i can't use parent package dependencies in child project because all of parent dependencies install in nested node_modules!!! how do i unpack all of nested dependencies in root node_modules ? please help me to solve this problem.","The sentence """""" how do i unpack all of nested dependencies in root node_modules ? """""" uses <pattern>how to VB</pattern> to indicate that the user wants to ""unpack all of nested dependencies in root node_modules"". The answer is YES.",0,0,1
deeplearning4j,"Hi, I'm trying to transalate a caffe network in DL4J.. I have some problems tieh DL4J version, so I\'m trying to use UI.. however my UI is always blanck, no data is shown during training and JVM data shows ""loading"" sorry.. using two different in memory stat holder now I can see my machine :)","The sentence """""" I'm trying to transalate a caffe network in DL4J.. """""" uses <pattern>trying to VB</pattern> to indicate that the user is attempting to ""translate a caffe network in DL4J"". The answer is YES.",0,0,1
appium,I'm having a hard time finding a python function to wait for an element to be gone before moving on.Any suggestions? or links,"The sentence """""" finding a python function to wait for an element to be gone before moving on """""" uses <pattern>trying to VB</pattern> to indicate that the user is ""trying to find a python function"". The answer is YES.",0,0,1
deeplearning4j,"Hi guys. I have a quick questions regarding iterating through data. Currently my iterator is implemented like that: Let's say I have 3 time steps and a list with data entries. So in my DatasetIterator I do: first mini batch: entries 0, 1, 2 and I set the expected result 3; second mini batch: 1, 2, 3 and expected result 4; third mini batch: 2, 3, 4 and expected result = 5th entry. Is it correct or should I do it like: first mini batch 0, 1, 2 + result 3; second mini batch 3, 4, 5 + result 6 and so on.. if I go with the second option doesn't the network training loose a lot of training examples (2/3 with 3 time steps)?","The sentence """""" Is it correct or should I do it like: first mini batch 0, 1, 2 + result 3; second mini batch 3, 4, 5 + result 6 and so on.. """""" uses <pattern>should VB</pattern> to indicate that the user is seeking advice on the correct way to iterate through data. The answer is YES.",0,0,1
deeplearning4j,"hi, all, i run dl4j on spark and got an error: java.lang.AbstractMethodError, my spark version is 2.0.1, dl4j version is 0.9.1, can anybody help me with this?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
gitter,"Hello Gitter heroes. A question: is there any way to get some historical stats on activity for a Gitter room? I see that I can go to the archives page and see a heatmap-like view - but I'd really like to be able to show the growth of our Gitter community over time Any easy way to see growth in users, growth in posts to our Gitter room? (We're getting tons of value from Gitter, by the way - our team uses it for the and I don't know what we'd do without it...)","The sentence """""" Any easy way to see growth in users, growth in posts to our Gitter room? """""" uses <pattern>Any way to VB</pattern> to indicate that the user wants to ""see growth in users, growth in posts to our Gitter room"". The answer is YES.",0,0,1
appium,"hi, how can I resolve ""Duplicate class org.openqa.selenium.WebDriver found in modules java-client-7.3.0.jar"" in android studio","The sentence """""" how can I resolve ""Duplicate class org.openqa.selenium.WebDriver found in modules java-client-7.3.0.jar"" in android studio """""" uses <pattern>how to VB</pattern> to indicate that the user is looking for a solution to ""resolve Duplicate class org.openqa.selenium.WebDriver found in modules java-client-7.3.0.jar"". The answer is YES.",0,0,1
appium,I am following the steps here: I can get to this far: 'id=<udid>' test but I have problem here: anyone knows what the problem would be?,"The sentence """""" I can get to this far: 'id=<udid>' test but I have problem here: anyone knows what the problem would be? """""" uses <pattern>can VB to VB</pattern> to indicate that the user is ""trying to identify a problem"". The answer is YES.",1,0,0
nodejs,"Anybody have experience with Webpack not overwriting? My webpack-dev-server is running, and I see Webpack act like it is doing its job every time I save a file, but even hard refreshing the browser does nothing, and the page stays in the same state it was before my edits.","The sentence """""" My webpack-dev-server is running, and I see Webpack act like it is doing its job every time I save a file, but even hard refreshing the browser does nothing, and the page stays in the same state it was before my edits. """""" uses <pattern>see sth happening</pattern> to indicate that the user is describing the behavior of Webpack not reflecting changes in the browser. The answer is NO.",1,1,1
appium,"hello I got this error When i was trying to run my tests targetSdkVersionFromManifest failed. Original error: Cannot read property '1' of null is there any solution for that? Thanks a lot, it's solved right now works like a charm! mgmanikandan87: Yes I upgraded it withnpm install -g appium@1.6.3",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,hola hi some have experience to connect Node with Firebird ?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"Hi I am trying to create a FeedForward network that takes the output of an RNN does this look like it is configured correctly? Somehow I have to tell it how to time-mask the output java.lang.IllegalStateException: Invalid mask array: per-example masking should be a column vector, per output masking arrays should be the same shape as the output/labels arrays. Mask shape: [50, 6], output shape: [300, 98] eraly: no, I was following the examples. I dont see an RNNLayer class","The sentence """""" I am trying to create a FeedForward network that takes the output of an RNN """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""create a FeedForward network"". The sentence """""" I have to tell it how to time-mask the output """""" uses <pattern>have to VB</pattern> to indicate that the user needs to ""tell how to time-mask the output"". The sentence """""" I dont see an RNNLayer class """""" uses <pattern>do not see VB</pattern> to indicate that the user is looking for an ""RNNLayer class"". The answer is YES.",0,0,1
typescript,"Hi!I need help with some advanced types. It's a short helper for reducing boilerplate in redux, but I loose type-safety. I've made a short playground and I'm so close to make it work but am now stuck. It's basically just a map over an object, creating functions that know the key they are at, plus type-safe extra parameters.(The idea is from )","The sentence """""" I've made a short playground and I'm so close to make it work but am now stuck. """""" uses <pattern>trying to VB</pattern> to indicate that the user is ""trying to make it work"". The answer is YES.",0,0,1
deeplearning4j,"hi,i meet ' Please ensure that you have an nd4j backend on your classpath.' what should i do? I had add the [code] in my pom file.","The sentence """""" what should i do? """""" uses <pattern>what should I do</pattern> to indicate that the user is seeking guidance on what actions to take. The answer is YES.",1,0,0
appium,"Hello! I have a strange problem: I copy app.apk to folder for Appium, start tests (Pytest, Uiautomator2) and when Appium try install apk to the device (opens window for allow to install app) file app.apk in folder for Appium has changes. Version remains the same, but app has less size and works incorrect. If I install original file app with adb or with commented out 'automationName' desired cap - its OK and works correct. What can it be cause of incorrect work? What to do for resolve it? Thank you!","The sentence """""" What can it be cause of incorrect work? """""" uses <pattern>What can it be cause of</pattern> to indicate that the user is seeking the cause of the incorrect work. The answer is YES.",1,0,0
deeplearning4j,"ozgecan: Hi everybody , I want to ask a question about spark- hadoop I'm using DL4J and I want to training a file on hadoop with sparkCan I do that with DL4J? I understand I'm working about that topic AlexDBlack: Actually I'm using on document therefore its give me error about document type","The sentence """""" I want to training a file on hadoop with sparkCan I do that with DL4J? """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""training a file on hadoop with spark"". The answer is YES.",0,0,1
appium,What languages are everyone using for writing tests? MochaJS? Ruby? Python? What do you think is best? What languages are everyone using for writing tests? MochaJS? Ruby? Python? What do you think is best?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,not able to access the github.com from docker container when i try to access golang packages Should I set username and password within dockerfile?,"The sentence """""" Should I set username and password within dockerfile? """""" uses <pattern>Should I VB</pattern> to indicate that the user is considering whether to ""set username and password within dockerfile"". The answer is YES.",0,0,1
deeplearning4j,"Oups, not really good yet using Gitter...I have an issue using cuDNN. I already spent a lot of time trying to solve it but with no success. Here is the error log. I think I have installed correct versions of CUDA (8.0) and cuDNN. Here is my pom.xml. I use Eclipse on Windows 10. Tried tu run Maven with command line to avoid eclipse issues, but no difference.",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
gitter,"Is it no longer possible to get a gitter URL that mirrors your github URL, or is there some different way I should be doing this? Example attached Somewhat related, trying my project name without my Github username is a no go, even though the URL is not taken. Any idea why?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,Does anyone know of any npm packages or frameworks that can track network traffic from an native mobile app? and that works with a native app and not just a browser? Thanks. I use these desired caps for ios,"The sentence """""" Does anyone know of any npm packages or frameworks that can track network traffic from an native mobile app? """""" uses <pattern>know of any packages to VB</pattern> to indicate that the user is looking for recommendations on packages to ""track network traffic from a native mobile app"". The answer is YES.",0,0,1
ethereum,Hi I just received some eth on my wallet but it doesn't show up Im new on this could u help me out? It is What I should do? gianlucaschoefer:,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,would it make sence to also have a look for socket.io for performance? dont know lot about it - just heard realtiime fast bla bla,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,is anyone using docker for mac on a hackintosh? i cant connect to my containers once they are running (and show working just fine with docker ps) and im not sure why,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"hey all - getting an NPE when calling ""stats()"" in Evaluation because the protected ""confusion"" variable isn\'t set not sure if im doing something wrong or if this is a bug... im using the default constructor which doesn't call the createConfusion() internal method think i see the issue, createConfusion is called from eval() but not from evalTimeSeries()","The sentence """""" not sure if im doing something wrong or if this is a bug... """""" uses <pattern>not sure if</pattern> to indicate uncertainty about the cause of the issue. The answer is YES.",1,0,0
typescript,Object doesn't support property or method createShadowRoot edge. So any way around to make it work?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,Does anybody knows why my nginx container is settings some Syntax error with some invisible chars into my js?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
ethereum,"Hey everyone! Would really appreciate some help. My chain data became corrupt with my Ethereum Wallet and I was forced to wipe the application and the data from my Mac. I have multiple copies of the chain data and keystore folders before the corruption took place. However, when I imported the keystore folder into a fresh install of Ethereum Wallet on another Mac, it was showing $0 Balance in my Wallet.",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
ethereum,"Anyone here able to help me out with an ENS registration? I got half way through the process on myetherwaller.com and somehow managed to close the confirmation popup ( - random example I found) before I could click Yes I am sure. I did copy the bit it told me to save, but i can't tell if anything went through",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,"Hi All, I am trying to automate upload pdf documents functionality in webview on my android app . Can I use sendKeys just like we do for web browsers? Or have to click and go thru the normal process? I tried sendKeys but it looks like it is not working.","The sentence """""" I am trying to automate upload pdf documents functionality in webview on my android app """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""automate upload pdf documents functionality"". The answer is YES.",0,0,1
typescript,"Hi all, I am implementing a builder (builder pattern) and I struggle to keep the typing clean: So I cannot chain them. Is there a way to retain the ""this"" type in the base class ?Thank you :) SalathielGenese: Yes it is probably the answer but what I dont know is what the typing expression is that says ""retain the this type""","The sentence """""" Is there a way to retain the ""this"" type in the base class ? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user is looking for a solution to ""retain the 'this' type in the base class"". The answer is YES.",0,0,1
nodejs,"Hi, I'm looking for a library that does async forloops, meaning it always uses nextTick between interations. There are a few options out there and I'm wondering if anyone knows what thest best one is.","The sentence """""" it always uses nextTick between interations """""" uses <pattern>always VB</pattern> to indicate that the user expects the behavior to ""always use nextTick between iterations"". The answer is YES.",0,0,1
nodejs,"Hi, can someone help me import audio files to my react component? I am using webpack","The sentence """""" help me import audio files to my react component """""" uses <pattern>help me to VB</pattern> to indicate that the user expects assistance with ""importing audio files to my react component"". The answer is YES.",0,0,1
appium,"Above is my code when the app is logged in successfully on the when the loop runs on third time im getting An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information) Instead of showing logged in successfully Can some one help where did i missed something? app is successfully logged in but im getting this error message.."" An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information)""","The sentence """""" Can some one help where did i missed something? """""" uses <pattern>help to VB</pattern> to indicate that the user is seeking help to ""find where something was missed"". The answer is YES.",1,0,0
ethereum,"hi.. I am facing a problem ..... whenever I try to run geth command it gives the following error. I have researched about the error and it says that program is trying to fetch the location that does not exist error is Exception, signal arrived during external code execution Please help me with this",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,"Hi. Can anyone suggest me a light solution for a local docker environment? I have a coupe of containers managed by docker-compose. I use fixed exposed ports to access different services , but I would like some virtualhosts defined, so I don't have to access . I tried with reverse proxy, but I cannot make it work. Any idea? thisisthekap: I tried jwilder/nginx-proxy but the network configuration used with compose v2 syntax is not working. Switching to v1 is not an option..","The sentence """""" I would like some virtualhosts defined, so I don't have to access . """""" uses <pattern>would like to VB</pattern> to indicate that the user expects to ""have some virtualhosts defined"". The answer is YES.",0,0,1
appium,Hi folks! Has anyone used Appium with the VMware/AirWatch Browser yet? Do you need to write your own driver to talk to it?,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,i used two times swipe code in same class that is not working can you help me why it is not working?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,"hello, being newish to docker i set upon creating a rabbitmq container with docker-compose I have so many questionsâ€¦ Hope I good hereâ€¦ Am I correct in assuming its database is not preserved between restarts unless i map it to a local volume? Is providing an entrypoint in the docker-compose.yml preventing the entrypoint DockerFile entrypoint from the image from being run? And if, so how do would I add addional runtime configuration, such a user account etc. This image seems to run allright, but I can't seem to define ssl options as it (re)creates its own rabbitmq.config","The sentence """""" Am I correct in assuming its database is not preserved between restarts unless i map it to a local volume? """""" uses <pattern>Am I correct to VB</pattern> to indicate that the user is seeking confirmation about a specific assumption. The answer is YES.",0,0,1
typescript,"I've got a problem when extending a class with a super in constructor. It looks like that when I'm extending an other class (in other package in typescript transpilled to es2015), when compiling my class and using it, I have Class constructor FlexError cannot be invoked without 'new' Here is the class that I'll extend And the extending class The two classes are on separate packages, The first one is published by compiled in es2015 The second one compiles in es2015 fine, but fails at runtime with the error mentioned above","The sentence """""" I've got a problem when extending a class with a super in constructor. """""" uses <pattern>trying to VB</pattern> to indicate that the user is ""trying to extend a class with a super in constructor"". The answer is YES.",1,0,0
typescript,"given the following code, is it possible to access the'a2'argument to@decorator('a2') as a type?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,"hello, Im having some issues with numeric keyboard in ios I can not make senKeys work",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
ethereum,"hi, which part of the keystroke file had to be backuped ? is there any documentation what the different data in this file means ? is it possible to get my private key from the keystroke file ? is able to generate if for me but i would like to do it on my own","The sentence """""" is there any documentation what the different data in this file means ? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user is looking for information on ""what the different data in this file means"". The answer is YES.",0,0,1
docker,Hi all. I'm trying to setup a compose file for wordpress/mysql and keep getting the error timcharper: the wordpress docs states-e WORDPRESS_DB_HOST=... (defaults to the IP and port of the linked mysql container)as far asMYSQL_PORT_3306_TCPI did not see any documentation on either image,"The sentence """""" I'm trying to setup a compose file for wordpress/mysql and keep getting the error timcharper: the wordpress docs states-e WORDPRESS_DB_HOST=... (defaults to the IP and port of the linked mysql container)as far asMYSQL_PORT_3306_TCPI did not see any documentation on either image """""" uses <pattern>trying to VB</pattern> to indicate that the user is ""trying to setup a compose file for wordpress/mysql"". The answer is YES.",0,0,1
appium,"hi... i have problem with appium driver FindElement, suddenly it runs so slow. tried different version of selenium driver and it doest fixed my issues any one can help me? thanks alot",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,Hi guys. I'm setting Appium up for the first time and am running into an issue. Setting up ANDROID_HOME doesn't seem to be working correctly. When I run echo $ANDROID_HOME I get android sdk root. Please see my Bash below and inform me if you see anything incorrect,"The sentence """""" I'm setting Appium up for the first time and am running into an issue. """""" uses <pattern>trying to VB</pattern> to indicate that the user is ""setting Appium up for the first time"". The answer is YES.",1,0,0
nodejs,"Hey guys. I have a question which couldn't get answered in other room. Can someone tell if, is it worth it to learn MEAN in 2017? (Want to learn it badly, just not sure if it's reasonable) shivkumarsingh7: so, in other words, it's still worth and no reason to not do so?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,"Okay, When I run my electron program I get the following error:Failed to load gRPC binary module because it was not installed for the current system. Any ideas?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,i am not very sure if the file should already be there on the given location or should i copy it from some where ?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,"Hi guys, im planning to use appium to automate chrome in android. I was wondering is there any possibility of appium detected as bot by websites? I know selenium leaves traces, is that same case for appium? Thanks","The sentence """""" is there any possibility of appium detected as bot by websites? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user is asking if ""appium can be detected as a bot by websites"". The answer is YES.",0,0,1
docker,"hi folks, I am new to using docker and I have a chicken-and-egg problem. Mydocker build -t myproject .command requires access to postgres, because I am generating code based on postgres schemas however, it looks like if I set that up usingdocker-compose.yml, it needs to be published. For it to be published, it needs to be built What am I missing here? I think I can't do the latter, because the schema is managed via migrations and is subject to change could you clarify the first sentence?","The sentence """""" Mydocker build -t myproject .command requires access to postgres, because I am generating code based on postgres schemas """""" uses <pattern>require access to VB</pattern> to indicate that the user expects to ""access postgres for generating code based on schemas"". The answer is YES.",0,0,1
gitter,"hiya folks. is there a reason dark mode for the android app does not extend to the actual chat? MadLittleMods: submitted so, whenever i get a notification, i get a system message that ""Gitter has stopped"" is that a feature",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
