,issue,PS1,y_PS,y''_PS,ACC_AI_PS
docker,"hey guys, running a docker exec cmd to a remote host and the output just stops showing? The process still seems to be running in the container on the remote host but there's no more stdout displayed on my machine? Is there a timeout or anything of the sort for that, or any reason it would stop?","The sentence """""" the output just stops showing? """""" uses <pattern>sth stops VBG</pattern> to indicate that there is something wrong with ""the output"". The answer is YES.",0,0,1
gitter,MadLittleMods: is there a way to install Gitter on our own servers running linux? i cant see any docs for it InternetUnexplorer: i only see Mac Server instructions my server doesnt run docker - (at the moment),"The sentence """""" i cant see any docs for it """""" uses <pattern>can't VB(see)</pattern> to indicate that there is something wrong with ""docs"". The answer is YES.",0,0,1
ethereum,"Hi guys, do have any idea why theres always an error whenever i try to deposit my edoge token? I paid the 3x already","The sentence """""" do have any idea why theres always an error whenever i try to deposit my edoge token? """""" uses <pattern>there's always an error whenever I try to VB</pattern> to indicate that there is something wrong with ""depositing edoge token"". The answer is YES.",0,0,1
ethereum,"Hi to everyone, I can't resieve test ETH, I was try but get nothing","The sentence """""" I can't resieve test ETH, I was try but get nothing """""" uses <pattern>can't VB(receive)</pattern> to indicate that there is something wrong with ""receiving test ETH"". The answer is YES.",0,0,1
ethereum,I'm facing issue that someone log in to my blockchain wallet to transfer my ETH without my approver. The Transaction have been sent & confirmed. How do I block the transaction & retrieve my ETH ?,"The sentence """""" I'm facing issue that someone log in to my blockchain wallet to transfer my ETH without my approver. """""" uses <pattern>facing issue that</pattern> to indicate that there is something wrong with ""someone logging in to the blockchain wallet"". The answer is YES.",0,0,1
deeplearning4j,Is there any example code for training ParagraphVectors with spark I am not able to find any example code for ParagraphVectors with spark is it yet to be developed,"The sentence """""" I am not able to find any example code for ParagraphVectors with spark """""" uses <pattern>not able to find</pattern> to indicate that there is something wrong with ""finding example code for ParagraphVectors with spark"". The answer is YES.",0,0,1
docker,"Anyone know how to fix disk space of a container? And, can we change the FS size when a container is already does ? Thx !",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi; Is anyone here using mongodb/mongoose?I've got a problem with weighted indexes; Yet when performing search with PS. My model: Nevermind, it's early in the morning and I'm storingidentificator testincontent, notidentificator","The sentence """""" I've got a problem with weighted indexes; """""" uses <pattern>got a problem with</pattern> to indicate that there is something wrong with ""weighted indexes"". The answer is YES.",0,0,1
typescript,"just a quick noob question. How would you compare enums? I was trying to do it like this:x.enumProp == 1, but I'm getting an error that states==can't be used like that.....","The sentence """""" I'm getting an error that states==can't be used like that..... """""" uses <pattern>getting an error that states</pattern> to indicate that there is something wrong with the comparison of enums. The answer is YES.",0,0,1
nodejs,"hello! small Question with passport.js this gives an error saving Yep@bweston92, the serialize function is having a problem, I am having trouble understanding the user parameter and the use of the function","The sentence """""" the serialize function is having a problem """""" uses <pattern>is having a problem</pattern> to indicate that there is something wrong with ""the serialize function"". The answer is YES.",0,0,1
typescript,"We found this today in code and for some reason it passes TSC, anyone can explain why this is valid?const foo: | { bar: string } thanks!","The sentence """""" for some reason it passes TSC, anyone can explain why this is valid? """""" uses <pattern>for some reason it passes</pattern> to indicate that there is something wrong with ""TSC"". The answer is YES.",0,0,1
deeplearning4j,"AlexDBlack: , I just noticed that the DL4j-examples project are not on github anymore for checkout. Is that intended or I missed something recently?","The sentence """""" I just noticed that the DL4j-examples project are not on github anymore for checkout. """""" uses <pattern>not on github anymore</pattern> to indicate that there is something wrong with ""the DL4j-examples project"". The answer is YES.",0,0,1
docker,"Hello, I am preparing docker for my project.. I have extended php:7.2.4-fpm-stretch image to install pdo_pgsql, but when i run php script it still tells me i dont have any extension lik PgSQL or PDO_PgSQL. Can anyone help me, please?","The sentence """""" but when i run php script it still tells me i dont have any extension lik PgSQL or PDO_PgSQL. """""" uses <pattern>tells me i don't have</pattern> to indicate that there is something wrong with the PHP script not recognizing the extensions. The answer is YES.",0,0,1
ethereum,"Hello, I'm having an issue creating a wallet. It keeps saying ""Etherium node connection error"" I'm using MacOSX","The sentence """""" It keeps saying ""Etherium node connection error"" """""" uses <pattern>keeps saying ""error""</pattern> to indicate that there is an issue with creating a wallet. The answer is YES.",0,0,1
appium,how can run test code using bat file i follow bellow but not able to execute create a TEXT FILE where xml code paste it save text file .bat file click on that file but not working,"The sentence """""" but not able to execute create a TEXT FILE where xml code paste it save text file .bat file click on that file but not working """""" uses <pattern>not able to VB</pattern> to indicate that there is something wrong with executing the bat file. The answer is YES.",0,0,1
appium,import org.openqa.selenium.Keys I am trying to import the above for pycharm but it doesn't recognize it,"The sentence """""" I am trying to import the above for pycharm but it doesn't recognize it """""" uses <pattern>doesn't recognize</pattern> to indicate that there is something wrong with ""importing the above for pycharm"". The answer is YES.",0,0,1
nodejs,My Put Request is being handled as a POST request even though im using method-override... ANy idea why? My form Method overried below: Are they not linked or somethign? Getting this error from above query AnshulMalik: the second one is the .put route THe only thing i can think is im using router.put not app.put but I think app knows to use its methods on router all the same,"The sentence """""" My Put Request is being handled as a POST request even though im using method-override... """""" uses <pattern>being handled as</pattern> to indicate that there is something wrong with ""Put Request"". The answer is YES.",0,0,1
deeplearning4j,"all the examples show how to prep text in csv files for insertion in nn which I get but If i have a multimap/hashmap with labels as key and data as vals, how do I vectorize it to insert into a nn? been googling for hours and can't find anything on it or an example. thanks case is where im reading data from a mysql database of tweets and trying to classify them simple paragraphvector for now hava table with column of labels and column of text and just trying to get that loaded in","The sentence """""" been googling for hours and can't find anything on it or an example. """""" uses <pattern>can't find</pattern> to indicate that there is something wrong with the search results. The answer is YES.",0,0,1
docker,I need help. I have a container (nginx official image) that produces no logs,"The sentence """""" I have a container (nginx official image) that produces no logs """""" uses <pattern>produces no logs</pattern> to indicate that there is something wrong with ""a container (nginx official image)"". The answer is YES.",0,0,1
typescript,Can I set up typescript to infer that my own custom react component will have the props provided by a higher order component without having to import the typings for the props that the HOC gives my custom component?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,Greetings. I wanted to know if the Gitter desktop app for Windows is 32-bit or 64-bit. I'd like to install it toProgram Filesinstead ofAppData I'm not sure whether it belongs inProgram FilesorProgram Files (x86),No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"Hey guys, does anyone in here use tslint with webpack? I'm trying to get TSLinting as part of my build process, but I can't get it to report errors. The linting works great inside of vscode - so my tslint.json config is fine - but I can't get any plugins to do anything during webpack compilation","The sentence """""" I'm trying to get TSLinting as part of my build process, but I can't get it to report errors. """""" uses <pattern>can't VB(get)</pattern> to indicate that there is something wrong with ""getting TSLinting to report errors"". The answer is YES.",0,0,1
ethereum,anyone can look in to this one ? easysushant_twitter: got if finished so it was switched back tonumber=xxxxx now it is slowly continued to update new numbers like 1 or 2 per minutebasically now when gets updated my thing is get that number as well in sync,"The sentence """""" now it is slowly continued to update new numbers like 1 or 2 per minute """""" uses <pattern>slowly continued to update</pattern> to indicate that there is something wrong with the update speed. The answer is YES.",0,0,1
ethereum,"Hi, I yet dont recibe my eth in my wallet and when i try to find with the hash but the page say that the transaction dont exist or some similar, what happend with my money?","The sentence """""" when i try to find with the hash but the page say that the transaction dont exist or some similar """""" uses <pattern>try to VB(find) but the page say that the transaction don't exist</pattern> to indicate that there is something wrong with finding the transaction. The answer is YES.",0,0,1
appium,"hi! Maybe someone had such a problem that sendKey doesn't workfor some Android text fields, I can't enter text even usingadb shell input text ""hello"". No error log. I can enter text only using keyboard(tapping using x and y). I have this problem only on some fields. Any ideas? aniket-21: What do you think about my issue?","The sentence """""" Maybe someone had such a problem that sendKey doesn't work for some Android text fields, I can't enter text even using adb shell input text ""hello"". """""" uses <pattern>can't VB(enter)</pattern> to indicate that there is something wrong with ""sendKey"" and ""adb shell input text"". The answer is YES.",0,0,1
ethereum,What is going on with Mist for Mac OSX I used to use Mist and then it had too many bugs so I transferred to My Ether Wallet about 7 months ago I just downloaded the latest Mist and my computer just overheats and it doesn't download any blocks Is this an issue other Mac users have been having? toddsampson_twitter: I've downloaded most of the blockchain I believe just not the last 7 months Hm maybe I'll restart my computer and try downloading blockchain again thx for tip,"The sentence """""" my computer just overheats and it doesn't download any blocks """""" uses <pattern>doesn't VB(download)</pattern> to indicate that there is something wrong with ""Mist for Mac OSX"". The answer is YES.",0,0,1
nodejs,"Wondering... I stored 480k files in S3 and found a $5 storage fee, while it's only about $1.5/month to actually store it. Is there any way to bulk-store files in S3 to trigger fewer PUT charges? DjRakso: I see this referenced often: it has authentication, but I can't find the cool system information stuff I've seen.","The sentence """""" I can't find the cool system information stuff I've seen. """""" uses <pattern>can't find</pattern> to indicate that there is something wrong with ""finding the cool system information stuff"". The answer is YES.",0,0,1
deeplearning4j,I am new to nd4j/dl4j. I want to use 0.6.0 but seem to have maven dependency issues with the perf/jblas libs. can 0.6.0 be used with perf/jblas. Are there any other recommendations for specific dependencies. Specifically I need the newer BooleanIndexing class methods that are only in 0.6.0,"The sentence """""" I want to use 0.6.0 but seem to have maven dependency issues with the perf/jblas libs. """""" uses <pattern>seem to have issues with</pattern> to indicate that there is something wrong with ""maven dependency"". The answer is YES.",0,0,1
docker,"Is there Windows container for Docker thanks, need to run Wins apps on my Mac",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,Hi everyone is this chat active? i want to run a node_module step by step how do i debug a node_module that i downloaded from the internet can somebody please help me,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"can anyone please tell me how can i fine tune also the MultiLayerNetwork, I saw the examples of tuning the MultiLayerSpace. but the Multilayer network does not accept the same input as MultiLayerSpace","The sentence """""" but the Multilayer network does not accept the same input as MultiLayerSpace """""" uses <pattern>does not accept</pattern> to indicate that there is something wrong with ""the Multilayer network"". The answer is YES.",0,0,1
appium,"Hi, I am getting chrome Not reachable when I am doing context switch and resetapp sven14_gitlab: pass 'recreateChromeDriverSessions' capability as true","The sentence """""" I am getting chrome Not reachable when I am doing context switch and resetapp """""" uses <pattern>getting NN(error)</pattern> to indicate that there is something wrong with ""chrome"". The answer is YES.",0,0,1
ethereum,Hello Y'all... Please i need to know if i can use COINBASE for my ETH wallet ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi ,Anyone here help me to get an idea about MicroService architecture in nodejs",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Is there a way to force docker to exit on SIGTERM instead of passing it to the child process? I'm working in an HPC cluster and we're experiencing zombie docker processes because SLURM will send a SIGKILL if SIGTERM doesn't end the process. SISheogorath: like I said, this is an HPC setup, so we\'re trying to allow the user to run arbitrary commands from the docker image. The CMD is [ ""/bin/bash"" ] My issue is replicable like this: I don't think there's anyway around creating a subshell","The sentence """""" we're experiencing zombie docker processes because SLURM will send a SIGKILL if SIGTERM doesn't end the process. """""" uses <pattern>experiencing zombie docker processes</pattern> to indicate that there is something wrong with ""docker processes"". The answer is YES.",0,0,1
appium,"hello, Can someone please help me out for verifying Toast message, any workaround?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,Hi How I can validate my data in Feathersjs framework?!,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"how can I import like this: I think I got it working, using dynamic import",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"hi, i need help on ts code so when i call the alert method i get this error Please help me","The sentence """""" so when i call the alert method i get this error """""" uses <pattern>get this error</pattern> to indicate that there is something wrong with ""calling the alert method"". The answer is YES.",0,0,1
ethereum,where can i buy and save my ethereum coins?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Any idea how do I set appium configuration through code line @majdukovic Thanks for this info, i'll do a tryOne more question: Are seeing appium settings pops up everytime on simulator while executing a test ? I'm getting this error:Error occured while starting App. Original error: 'com.sample.android.activity.SplashActivity' never started""},""sessionId"":null}"". The above activity is my launch-able activity, I can see the splash screen is pops up but why appium is throughs this error?","The sentence """""" I'm getting this error: Error occured while starting App. Original error: 'com.sample.android.activity.SplashActivity' never started""},""sessionId"":null}"". """""" uses <pattern>getting this error</pattern> to indicate that there is an error occurring while starting the app. The answer is YES.",0,0,1
gitter,"Hi, I am wondering what color theme is it that gitter uses for code blocks:",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi,i am trying to start appium server programaticallybut i get an error saying... connection is refusedcould some one please help me out with this this is the error i get org.openqa.selenium.WebDriverException: Connection refused: connect","The sentence """""" i get an error saying... connection is refused """""" uses <pattern>get an error saying</pattern> to indicate that there is something wrong with the connection. The answer is YES.",0,0,1
deeplearning4j,"hi, to what error should I train my autoencoder? are there things like ""overfitting"" for autoencoders as well?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,hi i am trying to setup with the lfw example but i am getting a nullpointer like this:,"The sentence """""" hi i am trying to setup with the lfw example but i am getting a nullpointer like this: """""" uses <pattern>getting a nullpointer</pattern> to indicate that there is something wrong with ""the lfw example"". The answer is YES.",0,0,1
appium,"aniket-21: In iOS automation , I'm getting following error. Can you help me with this?","The sentence """""" I'm getting following error. """""" uses <pattern>getting NN(error)</pattern> to indicate that there is something wrong with ""iOS automation"". The answer is YES.",0,0,1
ethereum,I have installed Ethereum Wallet on Windows7 64bit. Do I have to run the .exe every time I want to view my wallet. I can't see an icon or the program listed in 'Programs'?,"The sentence """""" I can't see an icon or the program listed in 'Programs'? """""" uses <pattern>can't VB(see)</pattern> to indicate that there is something wrong with ""seeing an icon or the program listed in 'Programs'"". The answer is YES.",0,0,1
deeplearning4j,Is there a possibility to run cuda 8 backend on compute capability 2.0 device? Just asking because my alternative to GTX 570 is 8 years old Core 2 Duo :/,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"What is the easiest way to transform a 1d ndarray to a double[]? Just loop and add? I found it, but I didnt use .dup Is it needed?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,how do I transfer my coinbase Ether to my Ethereum desktop app wallet lol Coinbase*,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Hello @raver119, has this issue received any more attention?deeplearning4j/deeplearning4j#3063Like the original poster, I would also like to incrementally train a paravec model starting with a previously trained word2vec model (trained using a large corpus, like the GoogleNews vectors), and augmenting with my own problem-specific corpus. I see from the last comments on github, that the op was unable to make this work. Thanks for any feedback/updates on this issue.","The sentence """""" I see from the last comments on github, that the op was unable to make this work. """""" uses <pattern>unable to make this work</pattern> to indicate that there is something wrong with ""the op"". The answer is YES.",0,0,1
docker,what is the network mode in docker.compose.yml file *docker-compose.yml,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Might be a better place, but I'm having issues getting php-fpm and nginx working (in separate containers), I'm getting a bad gateway and I think it might be because nginx can't communicate with php properly, but I'm not sure why","The sentence """""" I'm having issues getting php-fpm and nginx working (in separate containers), I'm getting a bad gateway and I think it might be because nginx can't communicate with php properly, but I'm not sure why """""" uses <pattern>having issues getting</pattern> and <pattern>can't VB(communicate)</pattern> to indicate problems with php-fpm and nginx communication. The answer is YES.",0,0,1
appium,Hey When I try to download appium it gives me error,"The sentence """""" When I try to download appium it gives me error """""" uses <pattern>gives me error</pattern> to indicate that there is something wrong with ""downloading appium"". The answer is YES.",0,0,1
docker,"hello, i run a container with php/apache + mariadb + phpmyadmin with docker-compose in a custom network. I would to run another container... Is it possible to get phpmadmin works with all network together to get one url? Is sharing container recommand by the guidelines of docker?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"I am (still) trying to troubleshoot my unexpected memory consumption from yesterday. I noticed in VisualVM that the Heap is 5G, my used heap is 2.6G but the RAM memory in my machine is already 9.7G! As far as I know I am not using workspace for training but I am using SEPARATE for evaluation ([training: NONE; inference: SEPARATE]). Is this normal? No I did not skip it. I did not get it though. From the example you indicated I could not find out how to invoke it in my code. So it 's a JVM argument?","The sentence """""" I am (still) trying to troubleshoot my unexpected memory consumption from yesterday. """""" uses <pattern>troubleshoot my unexpected memory consumption</pattern> to indicate an issue with memory usage. The answer is YES.",0,0,1
appium,Hello there! I am new to appium(Ruby Cucumber for Android) using Appium v1.7.1 on a Nexus 5(OS 5.1) and I can't get my code to swipe from the Left to the right to work using percents.ie but works. Which is problematic because if I try to test on a device with a smaller screen it goes off screen and the step fails. Any help would be greatly appreciated!,"The sentence """""" I can't get my code to swipe from the Left to the right to work using percents.ie but works. """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""my code to swipe from the Left to the right"". The answer is YES.",0,0,1
typescript,"is there any way to extend a singleton class but if a extend it , is will get error in multi layer extend it rightbut this is wrong","The sentence """""" is will get error in multi layer extend it rightbut this is wrong """""" uses <pattern>get error in</pattern> to indicate that there is something wrong with ""multi layer extend"". The answer is YES.",0,0,1
appium,"Hi, can someone explain me, is there way to use PageFactory when I write tests on C#?On Java there is: PageFactory.initElements(new AppiumFieldDecorator(driver), this);but on C# AppiumFieldDecorator is not recognized","The sentence """""" but on C# AppiumFieldDecorator is not recognized """""" uses <pattern>not recognized</pattern> to indicate that there is something wrong with ""AppiumFieldDecorator"". The answer is YES.",0,0,1
nodejs,"hey, does anyone have a way to call ""npm audit"" each time they run ""npm start""? I've tried using the ""scripts"" but having some issues with it. I understand it will slow the start process, but for my needs I don't mind that. purefan: let me give it a shot it gives the same error: npm ERR! code ELIFECYCLE\nnpm ERR! errno 1\nnpm ERR! Failed at the javascript-development-environment. This is probably not a problem with npm. There is likely additional logging output above. I have only just started looking at npm/node properly in the past 2 weeks - I thought it might be to do with calling npm from within npm... but that is just pure guess work can anyone else verify if they have a similar issue trying@purefan's solution? I can try a clean project if it is only me that is running into it","The sentence """""" it gives the same error: npm ERR! code ELIFECYCLE\nnpm ERR! errno 1\nnpm ERR! Failed at the javascript-development-environment. """""" uses <pattern>gives the same error</pattern> to indicate that there is an error occurring with ""npm"". The answer is YES.",0,0,1
gitter,"Huh. I tried to log in to GitLab to leave a comment on that issue but I can't log in anymore. I wonder if it's because I clicked on the ""login with GitHub"" button when I shouldn't have since I do have a GitLab account.","The sentence """""" I can't log in anymore. """""" uses <pattern>can't VB(log in)</pattern> to indicate that there is something wrong with the user's ability to log in. The answer is YES.",0,0,1
appium,"Hi Guys, I have question related to dockerizing the appium installation for v1.6.x The latest installation of appium involves some number of steps to be done before appium starts to work like installation of ios-deploy, ideviceinstaller, etc. Can we have a docker image with all these installations in it. Has anyone done it before or can provide me a link to di it?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,how can I connect to Kovan with geth?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"I downloaded the Ethereum app to my system and install it, generated wallet and transfer to it, the money was confirmed but i could not see the coins in the wallet. please what is the solution? made purchase of Ethe coins with bitcoin and it did not appear in my desktop wallet?","The sentence """""" the money was confirmed but i could not see the coins in the wallet. """""" uses <pattern>could not see</pattern> to indicate that there is something wrong with ""seeing the coins in the wallet"". The answer is YES.",0,0,1
typescript,"I've cloned the TypeScript repo... Can, please one point me were to start to understand how that code is structured so I can contribute? Also, were can I find the changes that have been accepted to be implemented, to work on... Or I should just work on anything I want and submit?Thanks,happy2018,Somehow young with versioning and open project contribution.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hey guys, can anybody provide any info how to do soft cascade deleting in Sequelize? Because when model has property paranoid:true, standard sequelize cascade deleting does not work. Maybe anybody can show any guides or example, how to do it. Thanks","The sentence """""" Because when model has property paranoid:true, standard sequelize cascade deleting does not work. """""" uses <pattern>does not work</pattern> to indicate that there is something wrong with ""standard sequelize cascade deleting"". The answer is YES.",0,0,1
docker,is there a way to make 'extra_hosts' available to all services in a stack?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,ERROR in Checkbox.css. Can anyone help me with this,"The sentence """""" ERROR in Checkbox.css. """""" uses <pattern>ERROR in</pattern> to indicate that there is something wrong with ""Checkbox.css"". The answer is YES.",0,0,1
nodejs,are there any expressjs/node modules/packages for checking if a site returns a dnserror when visiting it?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,hey does anyone have a synced blockchain and can tell me how much ether I have on my address?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Is there a way to have npm install only install the declared dependencies in my package.json file, nothing else? I know this doesnt seem very usable, but I have weird usecase.","The sentence """""" I know this doesnt seem very usable, but I have weird usecase. """""" uses <pattern>weird usecase</pattern> to indicate that there is something unusual or problematic with the user's situation. The answer is YES.",0,0,1
nodejs,hello I got error like : Error: CONNECTION ERROR: Couldn't connect to node . when i pass too long string into solidity through nodejscan anybody help me for this? helloI got error like : Error: CONNECTION ERROR: Couldn't connect to node .when i pass too long string into solidity through nodejscan anybody help me for this?,"The sentence """""" I got error like : Error: CONNECTION ERROR: Couldn't connect to node . when i pass too long string into solidity through nodejs """""" uses <pattern>got error like</pattern> to indicate that there is something wrong with ""passing too long string into solidity through nodejs"". The answer is YES.",0,0,1
gitter,"I am having trouble with my desktop client on MacOS. It suddenly starts with an empty white window. Tried to delete the cache folders without result. What is the procedure to get it back to a working state, or is it a known issue? jmcmurry: how do you fix it, as the client in the browser works without problems, only the electron app stopped working :( >_< Ok, so it seems that opening gitter.im in safari times out on my machine for some reason... and that is why the ""desktop"" app fails MadLittleMods: Gitter version: Version 1.177 (1.177)","The sentence """""" It suddenly starts with an empty white window. """""" uses <pattern>starts with an empty NN</pattern> to indicate that there is something wrong with the ""desktop client on MacOS"". The answer is YES.",0,0,1
ethereum,I'm running geth --fast for the first time. Been going for over three hours now. Is that normal? and it's downloaded 15 Gb of data. This can't be right. How long should geth --fast take ??,"The sentence """""" This can't be right. """""" uses <pattern>can't be right</pattern> to indicate that there is something wrong with the process. The answer is YES.",0,0,1
typescript,"Hi everyone, I try to type check some JSX children with 2.3.1 and 2.4.0 but all I get isProperty 'children' is missing in type '{}'. Is not in 2.3.1 or 2.4.0-dev? Am I missing something? Thanks","The sentence """""" but all I get is Property 'children' is missing in type '{}'. """""" uses <pattern>get is Property 'children' is missing</pattern> to indicate that there is something wrong with the type checking. The answer is YES.",0,0,1
gitter,"Hello -- just started a community for a project. So far, so good. Trying to create some rooms inside of it. Mostly works. But then I try to create a room with the name ""topics"" and it says ""Validation error"". Any ideas what the problem might be? MadLittleMods: That applies to all communities?","The sentence """""" But then I try to create a room with the name ""topics"" and it says ""Validation error"". """""" uses <pattern>it says ""Validation error""</pattern> to indicate that there is an issue when trying to create a room with the name ""topics"". The answer is YES.",0,0,1
nodejs,"Hello guys,Please, how to mock @google-cloud/logging ? I have gcloud credentials on dev and prod but not tests I use docker-compose on dev",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,plss frds i need help i just downloaded ethereum on window 10 32bits plss what do i do nxt after lunching it...because it satrted loading,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Hey guys. Have anyone heared about error_36 on MEW?,"The sentence """""" Have anyone heared about error_36 on MEW? """""" uses <pattern>heard about error</pattern> to indicate that there is an error ""error_36"" on ""MEW"". The answer is YES.",1,0,0
typescript,Is there a something I'm missing which means I need to explicitly state thatmyconfigis not read-only?,"The sentence """""" Is there a something I'm missing which means I need to explicitly state that my config is not read-only? """""" uses <pattern>need to explicitly state</pattern> to indicate that there is something wrong with ""my config"". The answer is YES.",1,0,0
deeplearning4j,Hi short question i have played around with lstm is it correct that dl4j currently only supports a generative lstm? rnn seem to work as usual...,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
nodejs,I wanted to run above command through js code. That command is working well in command line. I'm not getting proper way to write my code to execute those command,"The sentence """""" I'm not getting proper way to write my code to execute those command """""" uses <pattern>not getting proper way to</pattern> to indicate that there is something wrong with ""writing my code to execute those command"". The answer is YES.",0,0,1
deeplearning4j,"I'm trying to import the Model Zoo dependency into the quickstart dl4j examples project. I noticed that the whole quickstart project is on version 0.8.0 and that model zoo is for 0.8.1, so can't import it. Anyone know a way around this?","The sentence """""" I noticed that the whole quickstart project is on version 0.8.0 and that model zoo is for 0.8.1, so can't import it. """""" uses <pattern>can't VB(import)</pattern> to indicate that there is something wrong with ""importing the Model Zoo dependency"". The answer is YES.",0,0,1
typescript,"Hey all, is there a reason that usingrequireto import a module rather than theimport { x } from 'x'syntax doesn't include type information. Unfortunately we need to use arequirethat's not on the top level because some global state needs to be set up. I haven't tried with dynamic imports, I'll give it a try. Still seems weird thatrequirewould resolve toany. There's probably something in my config doing that, or is it expected thatrequirewill always resolve a module with typeany?","The sentence """""" Still seems weird that require would resolve to any. """""" uses <pattern>seems weird that VB</pattern> to indicate that there is something wrong with ""require"". The answer is YES.",0,0,1
docker,"Im trying to replace my brew docker instance with a dockerized version - i can start the container - and see my data from within the container - but when i try and access it on the exposed port on os x - i get connection refused docker. postgres:9.5 database psql -U rightisleft -d mydbpsql: could not connect to server: Connection refusedIs the server running locally and acceptingconnections on Unix domain socket ""/tmp/.s.PGSQL.5432""? docker ps -a show it active with the following ports - 0.0.0.0:5432->5432/tcp","The sentence """""" but when i try and access it on the exposed port on os x - i get connection refused docker. """""" uses <pattern>get connection refused</pattern> to indicate that there is an issue with accessing the docker instance on the exposed port. The answer is YES.",0,0,1
deeplearning4j,"what could i have done wrong when INDArray lables = dsTest.getLabels(); always gives back [1.0,0.0] for two classes, even though half of the times the second label should fire?","The sentence """""" what could i have done wrong when INDArray lables = dsTest.getLabels(); always gives back [1.0,0.0] for two classes, even though half of the times the second label should fire? """""" uses <pattern>always gives back</pattern> to indicate that there is something wrong with ""INDArray lables = dsTest.getLabels()"". The answer is YES.",0,0,1
appium,hi..can anyone help me to resolve dis error. i getting dis error when ever i run my script for android application,"The sentence """""" i getting dis error when ever i run my script for android application """""" uses <pattern>getting dis error</pattern> to indicate that there is something wrong with ""running the script for android application"". The answer is YES.",0,0,1
appium,Getting errors when execute following code:((TakesScreenshot)driver).getScreenshotAs(OutputType.FILE);Configurations:MAC OS: macOS 10.12.6,"The sentence """""" Getting errors when execute following code:((TakesScreenshot)driver).getScreenshotAs(OutputType.FILE); """""" uses <pattern>getting errors when VB</pattern> to indicate that there is something wrong with executing the code. The answer is YES.",0,0,1
nodejs,How can i convert callbacks to promises? You must try this..,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"is there a way to expose the ip of the host machine to a container using docker-compose's extra_hosts option (or some other means)? or something opposite of the ""ports"" option?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Hello to everyone. Maybe someone could help me. I have dockerized my php project, but can't run it on docker-machine, it works on my localhost instead of 192.168.99.100. Env: Ubuntu 16.04. aafrey: I'm running the project with docker-compose, not with docker run. The project is accessible on docker machine on OS X by the docker-compose up --build -d but on Ubuntu it's accessible on localhost:8082 instead, seems that it runs natively on my Ubuntu layer, but not in docker machine","The sentence """""" I have dockerized my php project, but can't run it on docker-machine, it works on my localhost instead of 192.168.99.100. """""" uses <pattern>can't VB(run)</pattern> to indicate that there is something wrong with ""docker-machine"". The answer is YES.",0,0,1
deeplearning4j,"I came across this old repo, dl4j-spark-ml. I was curious if there are any future plans to work with SparkML pipelines and DataFrames, or what the alternative is? Is the DatasetFacade the intended way to interact with DataFrames?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"Question about gas: Let's say I send a transaction with gas that may or may not be enough, depending on gas price. What happens? If an expensive-gas node picks it up and mines it, my gas is gone and tx is just recorded as ""out of gas"", correct? Is there a way to make it so only cheap-gas nodes pick it up? 4Theking: They can't censor an address on-the-fly, but in theory they could release an update that censors an address, sure.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
