,issue,PS1,y_PS,y''_PS,ACC_AI_PS
appium,"hello there i m getting error while using RxJava, Retrofit and MoshiConvertor, when i call GET api at that time doen't convert the response object to my DataObject? what should i do?","The sentence """"""hello there i m getting error while using RxJava, Retrofit and MoshiConvertor, when i call GET api at that time doen't convert the response object to my DataObject? what should i do?"""""" uses <pattern>VB(getting) error</pattern> and <pattern>doesn't VB(convert) the response object</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
deeplearning4j,"Hello. Is there a BLSTM implementation in deeplearning4j? Okay, this follows the same in Graves' Thesis? I also require CTC, is that implemented too?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"hi, I add a histogram iteration listener using the following code: [code]; here is the output of console: dropwizard.yml has an error: Unrecognized field at: template. what should I do? Thanks for your attention.","The sentence """"""dropwizard.yml has an error: Unrecognized field at: template."""""" uses <pattern>VB(has) an error</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
gitter,"Hey team, i've searched the documentation and can't seem to find how to block users from private messaging you. Is this a feature at the moment? He's not spamming in the channels much, it's just he's asking a lot of questions since i helped him with somethings but he's not really trying to solve his own problem and he keeps just dropping the code in that i send but not trying to understand it so it'll break and then he doesnt try to fix it Cool will do, thanks for the advice :D",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Hi, is there any way of combining columns using datavec? I have a csv file with separate columns for year, month, day etc that I'd like to combine in to a single datatime column. Kind of the opposite of DeriveColumnsFromTimeTransform.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"Hi, i'd like to ask for your help.I've tried to send ETH trough the telegram wallet Monee.Trx ID in Etherscan. telegram I've wrote ""@wallet number sum"" instead of ""wallet number sum"", so it appears that they gone to the wrong wallet. Cause Monee bot take as the users address. Currency have gone and not to my binance wallet. Could you please help me anyhow? Maybe i can connect with the owner of the wallet somehow. Thank you.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"when we do ImageTransform on data, it is done before ImageRecordReader resize image or after that?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"Hello , I have a question regarding the compiler and web workers. So in my case I have worker script and has the importScripts in it, what would I need to do to emulate/make it work? Because the compiler throws importScripts is not found/defined.","The sentence """"""Because the compiler throws importScripts is not found/defined."""""" uses <pattern>VB(throws) importScripts is not found/defined</pattern> to indicate the compiler is encountering an error related to the `importScripts` function not being found or defined. The answer is YES.",0,0,1
nodejs,Hello someone should please help. I continue receiving this error code while trying to use node.js on command prompt. Could not find files. It like a missing extension,"The sentence """"""I continue receiving this error code while trying to use node.js on command prompt. Could not find files. It like a missing extension"""""" uses <pattern>VB(receiving) this error code</pattern> and <pattern>VB(Could not find) files</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
docker,"Hi... is there a way to do docker export <img>:<version> | docker import -but filter only the files u want? nevermind, i guess",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,hey my npm install freezes I can't install anything even i re-installed node and npm,"The sentence """"""hey my npm install freezes I can't install anything even i re-installed node and npm"""""" uses <pattern>VB(freezes) and VB(can't install) anything</pattern> to indicate the npm install process is freezing and preventing any installations. The answer is YES.",0,0,1
gitter,any idea why if I changed my email in Github I'm still receiving Gitter email notifications to the old address?,"The sentence """"""any idea why if I changed my email in Github I'm still receiving Gitter email notifications to the old address?"""""" uses <pattern>VB(receiving) [undesired adjective](old) Noun(address)</pattern> to indicate the user is still getting notifications to an old email address despite changing it. The answer is YES.",0,0,1
gitter,"I've started using Gitter when it was still Github only. Now that it's added Gitlab as a log-in option, I'd like to use Gitlab instead, but I don't want to have to add each room I'm part of. Is there a way to add Gitlab login to my current account or migrate from Github login to Gitlab login? nsuchy: alright, will do :)",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Anyone here knows how to clear a stucked transaction in Ether Wallet or from my Ether Wallet? tried with hiogh gas price and gets stuck Qhuesten_twitter:,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,"Anyone have a solution for encrypting a docker containers mounted volume when I don't have access to change things on the underlying host? Was looking at LUKs but seems that changes the docker engine config and would apply to all containers, i only want to change one. SISheogorath: I think running something from within the container that encrypts the disk would be how i would want to approach it",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi. After recent Windows 2012 Server R2 (KB4025336) update on 13th July, npm build is failing. Has anyone faced this issue? Please help","The sentence """"""Hi. After recent Windows 2012 Server R2 (KB4025336) update on 13th July, npm build is failing Has anyone faced this issue? Please help"""""" uses <pattern>VB(failing)</pattern> to indicate the npm build is not working after the update. The answer is YES.",0,0,1
docker,"Hi All, Cannot find the module 'adm-zip'.., While executing the gulp command getting this error Can anyone please help to resole this","The sentence """"""Cannot find the module 'adm-zip'.., While executing the gulp command getting this error"""""" uses <pattern>VB(Cannot find) the module 'adm-zip'</pattern> and <pattern>VB(getting) this error</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
docker,"hey folks, I am getting started with docker today with Windows containers and can't figure out why loop back isn't working. Apparently it was fixed in the Windows 10 April update, which I have (v 17134.112) but I can only access my containers via ip and not localhost. docker itself is v 18.03.1-ce-win65","The sentence """"""can't figure out why loop back isn't working"""""" uses <pattern>not VB(working)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
deeplearning4j,"Greetings,What might be a reason for ""Cannot do forward pass: inputs not set"" exception from the merge layer (in computational graph)?","The sentence """"""What might be a reason for ""Cannot do forward pass: inputs not set"" exception from the merge layer (in computational graph)?"""""" uses <pattern>VB(Cannot do) forward pass: inputs not set</pattern> to indicate an issue with the forward pass due to unset inputs in the merge layer. The answer is YES.",0,0,1
typescript,"Hey all :) Fun question... This works fine: But this does not: Is there anything I can do to fix that problem? In my case I have either an array of one type, or an array of the other type... (I'm in the second camp)",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Hi, I'm also having some problem running the examples. Here's the error: I installed java-1.8.0-openjdk-devel.x86_64 with yum, and I can see the version information when I run java -version.","The sentence """"""Hi, I'm also having some problem running the examples."""""" uses <pattern>VB(having) some problem</pattern> to indicate the user is experiencing issues with running the examples. The answer is YES.",0,0,1
ethereum,i want to by some of those ethereum machine but i dont have any idea what i can do with those can somebody explain me this,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"does anyone have any clue if setImmedia behave diffrently in event loop if . I put return in it ? lets say that someAsync, is a generator function and it does smth.. in the end it 'returns' a value",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi Guys, Anyone tried any automation for OCR related tests?(Scan a credit card and see the values on the form in the app) heard that it can be automated using an image from gallery... not really sure",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"Hello, I'm comparing Flow.js and TypeScript for potential migration of an existing medium-sized codebase. I got Flow.js working and everything, but I can't get TypeScript to recognize my ES6 imports. I tried setting baseUrl and paths, but neither seems to work. web search reveals no solution. This is vanilla ES6 module imports. No webpack/commonjs/amd. Here's what I have in tsconfig.json: directory structure looks like mithril.js, tsconfigis in the same directory asapp.app. is the root of everything the http server will serve.","The sentence """"""I can't get TypeScript to recognize my ES6 imports."""""" uses <pattern>not VB(recognize)</pattern> to indicate that TypeScript is not recognizing the user's ES6 imports. The answer is YES.",0,0,1
gitter,Hello my gitter is not showing the messages on Android What could be the reason? Is there a way to get any error message?,"The sentence """"""Hello my gitter is not showing the messages on Android"""""" uses <pattern>not VB(showing) the Noun(messages)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
typescript,"I have a simple es2017 Map(): new Map([ ['1', 1], ['2', '2'] ]); What should I add with JSDoc so tsc with checkJs doesn't throw an error like this: (happens using typescript 2.4.2 and@nextas well)",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"Hi! Has anyone here come up with a nice enough solution for ? To be more specific: Multiple â€œnodeâ€ modules, each with a pacakge.json, each writtein in typescript â€œGo to definitionâ€ should not go to .d.ts file, instead it should recognize project and go into source and the second issue from a multiple module setup is very high RAM usage in watch mode","The sentence """"""the second issue from a multiple module setup is very high RAM usage in watch mode"""""" uses <pattern>VB(is) [undesired adjective](high) Noun(RAM usage)</pattern> to indicate high RAM usage in watch mode. The answer is YES.",0,0,1
deeplearning4j,"Hi all, I get this error when trying the tsne plot echo $MAVEN_OPTS ?·-Xmx20480M -Xss128M -XX:MaxPermSize=20480M -XX:+CMSClassUnloadingEnabled. I am already providing 20 GB of memory. Does the error mean that I need even more memory?","The sentence """"""Hi all, I get this error when trying the tsne plot echo $MAVEN_OPTS ?-Xmx20480M -Xss128M -XX:MaxPermSize=20480M -XX:+CMSClassUnloadingEnabled. I am already providing 20 GB of memory. Does the error mean that I need even more memory?"""""" uses <pattern>VB(get) this error</pattern> to indicate a problem encountered when trying to plot using tsne with specific memory settings. The answer is YES.",0,0,1
docker,"I'm having an issue running ansbtapp in a docker container. The app starts running, but then crashes after serving a single request. The container remains running. I've built my image a few different ways,sbt-pack,sbt-assembly,sbt-native-packager, but there's no difference. Does anyone have any idea what might be going on? tusharbudhe0302: Any luck? I'm having a similar issue with redis.","The sentence """"""I'm having an issue running ansbtapp in a docker container. The app starts running, but then crashes after serving a single request."""""" uses <pattern>VB(having) an issue</pattern> and <pattern>VB(crashes)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
docker,"Has anyone run into ""Error response from daemon: missing signature key"" when trying to do a docker pull from a private registry?","The sentence """"""Has anyone run into ""Error response from daemon: missing signature key"" when trying to do a docker pull from a private registry?"""""" uses <pattern>VB(run) into ""Error response from daemon: missing signature key""</pattern> to indicate an error encountered during a docker pull operation from a private registry. The answer is YES.",0,0,1
gitter,"It appears that Gitter does not support issuing notifications on activity in a given room, e.g. when stuff happens in the right-hand column, such as new commits or CI build breakages. Is this correct, or have I missed something?","The sentence """"""It appears that Gitter does not support issuing notifications on activity in a given room, e.g. when stuff happens in the right-hand column, such as new commits or CI build breakages."""""" uses <pattern>not VB(support)</pattern> to indicate that the program does not support issuing notifications on activity in a given room. The answer is YES.",0,0,1
deeplearning4j,"bear with me, I'm trying to understand datasets, if I call getTrain like this, does trainData get a) 65% of iter.next contents, b) all of the previous data in getTrain, plus the new data from iter.net? ie. does it add to the dataset in place.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,Is there a way to get the specific type of an instance from a constructor/class type? keithlayne: I've been using it and it works quite well. Sometimes the built in eslint rules don't work for TypeScript but they've been slowly cleaning those up I don't use React unfortunately The fix on save thing is just how eslint works for some reason I'm guessing it's a bug in the ESLint plugin for VSCode Seems likeInstanceType< typeof specificThing>only gives the generic type :(,"The sentence """"""Seems like InstanceType< typeof specificThing> only gives the generic type :( """""" uses <pattern>VB(gives) the generic type</pattern> to indicate that the program's behavior is not providing the specific type as expected. The answer is YES.",0,0,1
nodejs,"I am currently working on a nodejs app, whenever a user sent a new request the admin should be notified without the the page reloading. I am making use of a nodejs serve-sent event and client side eventSource. but I am have some issues with it, it not updating as it should. pls is there any article that can help with this problem?","The sentence """"""I am have some issues with it, it not updating as it should."""""" uses <pattern>VB(have) some issues with it, it not VB(updating) as it should</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
docker,"Please can some help, I have issue contacting host server from my container. I just run a server on host (python -m http.server 9999) butcurl http://127.0.0.1:9999returnscurl: (7) Failed to connect to localhost port 9999: Connection refused. Is there a way to solve this without passing the --network 'host'?","The sentence """"""I have issue contacting host server from my container."""""" uses <pattern>VB(have) issue contacting Noun(host server)</pattern> to indicate a problem with connecting to the host server from the container. 
 
 The sentence """"""curl http://127.0.0.1:9999 returns curl: (7) Failed to connect to localhost port 9999: Connection refused."""""" uses <pattern>VB(returns) error</pattern> to indicate a connection failure error when trying to access the server.
 
 The answer is YES.",0,0,1
deeplearning4j,"hi, my input that requires masking (sentences), but the prediction not. Is there any way I can use MultiDataset without masking the labels?I\'m currently getting an exception: ""Per output masking for MCXENT + softmax: not supported""","The sentence """"""I'm currently getting an exception: ""Per output masking for MCXENT + softmax: not supported"" """""" uses <pattern>VB(getting) an exception</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
deeplearning4j,How can I build rl4j from source and install 1.0.0-SNAPSHOT that references 1.0.0-beta3 dl4j and nd4j jars? I was trying this:mvn install -DskipTests=true -Ddl4j.version=1.0.0-beta3 -Dnd4j.version=1.0.0-beta3 After referencing rl4j version 1.0.0-SNAPSHOT in my project it still tries to pull dl4j and nd4j SNAPSHOTs,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,"One company issued a token/product against an ETH token. The company develop its own Wallet. When the users conduct transaction, the wallet displays ETH transaction (TX) number/ID. However, upon checking in Etherscan.Io, I could not see the TX number in Etherscan.Io. Could those ETH TX numbers/IDs be a set of self-generated dummy/scam numbers? Anyone can clarify? sh4d0v1: I see - noted with thanks. How about those untraceable ETH TX transations which can't be found in Etherscan.Io?","The sentence """"""How about those untraceable ETH TX transations which can't be found in Etherscan.Io?"""""" uses <pattern>can't be found</pattern> to indicate the issue of ETH transaction numbers not appearing in Etherscan.io. The answer is YES.",0,0,1
typescript,"hey guys, im getting a weird issue where I'm not importing angular or jquery or anything client-side, but when i try to transpile my assets with typescript, i get a bunch of errors (and understandably so, bc its a server-side folder calledcronand doesnt have the DOM) the errors are related to DOM features that aren't found on the server so it saysCannot find name ____ the architecture is: and im transpiling withtsc --watch --project ./lib/cron/tsconfig.json here are some samples of errors im getting fromtsc also i can easily fix it by including""dom""in my cron folder's tsconfig, but i'm not sure why i would need to its not importing anything using the DOM","The sentence """"""hey guys, im getting a weird issue where I'm not importing angular or jquery or anything client-side, but when i try to transpile my assets with typescript, i get a bunch of errors (and understandably so, bc its a server-side folder calledcronand doesnt have the DOM) the errors are related to DOM features that aren't found on the server so it saysCannot find name ____"""""" uses <pattern>VB(getting) a weird Noun(issue)</pattern> and <pattern>VB(get) a bunch of Noun(errors)</pattern> to indicate the problem of encountering errors related to DOM features while transpiling TypeScript assets in a server-side folder. The answer is YES.",0,0,1
docker,Has anyone solved the issue with a host with multiple network interfaces being able to route traffic to the docker container? e.g I have eth0 and eth1 serving external traffic that needs to be routed to my container.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Quick Q: is it ok to reuse aMultiLayerNetwork? If I want to restart training, can I just callMultiLayerNetwork.initto reset and start from scratch? Or do I need to get a new instance?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"There's a 404 anchor on the page: if it's not the correct url, can anyone point me to the right one?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Hi guys, I am having the same issue as yesterday, and this after I created a MultidatasetIterator as you suggested. Here is the gist would appreciate guys if you have some pointers as to why the exception is happening (see gist). I've added some of the code in the gist. Not sure if the problem is in vector1 /vector2 AlexDBlack: could you please take a look at this gist",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
gitter,is it possible not to display my full name?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"any idea how to solve this error 'Exception in thread ""main"" java.lang.IncompatibleClassChangeError: Implementing class'","The sentence """"""any idea how to solve this error 'Exception in thread ""main"" java.lang.IncompatibleClassChangeError: Implementing class'"""""" uses <pattern>VB(solve) this error</pattern> to indicate an error encountered in the program. The answer is YES.",0,0,1
typescript,"I'm kind of surprised this isn't a type error: By the way, someone here might find this useful: Possibly related/same issue as this? Is there a type that means unknown function? The closest I can get is(...args: never[]) => unknown but that will still let you call it with no arguments",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
gitter,"I wonder why I did not have a GitLab account until today. Was GitLab previously limited access, invitation-only or something like that?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,"I'm able to run the Ethereum wallet using the portable zip, but if i try to install and run the installed version I get this error.","The sentence """"""I'm able to run the Ethereum wallet using the portable zip, but if I try to install and run the installed version I get this error."""""" uses <pattern>VB(get) this error</pattern> to indicate the program's malfunction or undesired behavior when trying to install and run the installed version. The answer is YES.",0,0,1
deeplearning4j,"While working with the paragraph vectors classifier example using my own corpus(19 classes altogether, 10000 docs for traning and 10000 docs for predicting), the accurancy seems very low (only up to 12%). Is there any suggestion? Thx.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,is it safe to delete chaindata dir and restart my sync with --fast flag?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi, Can someone help with appium and jacoco integration? Yes I want to check the code coverage of the appium code i have written my android app is written in java, my tests are run using appium",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"Having issues all of a sudden syncing the block chain anyone know how to troubleshoot the sync, I just keep getting: eth/downloader/downloader.go:305] Synchronisation failed: block download canceled (requested) back online again just as suddenly","The sentence """"""Having issues all of a sudden syncing the block chain anyone know how to troubleshoot the sync, I just keep getting: eth/downloader/downloader.go:305] Synchronisation failed: block download canceled (requested) back online again just as suddenly"""""" uses <pattern>VB(having) issues</pattern> and <pattern>VB(keep) getting the error</pattern> to indicate problems with syncing the blockchain and receiving a specific error message. The answer is YES.",0,0,1
ethereum,I have multiple contracts in one code source. how to deploy all these contracts under the of one contract in remix ? please look at image from this link below to understand my question ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi Guys what is difference between webelement.click(); and driver.tap(1, webelement, 1);",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,is it possible to inject a file into an image before starting a container from that image? ^ideally a config or properties file.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"hello can some one please see my simple type definition file. This library exposes __RCS.Scrollbar using commonjs module. and also if included on a webpage in a global context is this good enough, this definition file will be included with my package",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"I need a very simple signal library. It doesn't even need to support unsubscribing. I just need to be able to register some callback to get notified when an event happens. Searching npm yields a lot but I wonder if there is some kind of defacto standard one that is being used a lot. It looks like ""events"" is the thing I\'m looking for...",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"Hi all. I'm in a bit of a weird situation at the moment, and can't find any solutions in the Gitter documentation. Some time ago we started a Gitter room around a group Github user (SARSky). That worked fine until we converted that user to an org on Github (which removes it as a user to log in). Ideally we'd now like to start fresh with a Gitter room based on that org, but we can't access the old one any more, and would like to use the same name for the room. Any ideas? MadLittleMods: Thanks, that'd be great. I've changed org membership to public. We don't mind if all the messages are lost.","The sentence """"""we can't access the old one any more"""""" uses <pattern>not VB(access)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
typescript,"Is this correct behaviour or have i cocked something up? interface Goat { ... }andinterface Sheep { ... }are identical, a function takesStream<Goat>but i've given it aStream<Sheep>, it's not breaking const mySheepStream: Stream<Sheep> = buildSheepStream(); functionThatNeedsGoatStream(mySheepStream) thank you@ShawnTalbert i found that too, I was surprised but i guess in practical terms it won't be so much of a problem goats are kinda like sheep",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,The application at '*/Downloads/DrowsyHypno 2/Apps/1.7.1-e5ed0db.apk' does not exist or is not accessible Can some help with this issue,"The sentence """"""The application at '*/Downloads/DrowsyHypno 2/Apps/1.7.1-e5ed0db.apk' does not exist or is not accessible Can some help with this issue"""""" uses <pattern>does not exist or is not accessible</pattern> to indicate the application file is either missing or cannot be accessed. The answer is YES.",0,0,1
ethereum,"Every time I try to downlaod 1.8.2 Wnidows I get ""Failed - Network error"" Is anyone else having this problem? THey start downloading then fail.. at different times. So Im using Chrome.. Click on the download options and you can 'Resume' Had to resume about 8 times and it finally downloaded it. Strange.","The sentence """"""Every time I try to downlaod 1.8.2 Wnidows I get ""Failed - Network error"" Is anyone else having this problem? THey start downloading then fail.. at different times."""""" uses <pattern>VB(get) ""Failed - Network error""</pattern> and <pattern>VB(fail) at different times</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
deeplearning4j,"Hi all; i would like to share an observation, and dependign on your input, i could file an issue.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"I have a problem: I run my (hybrid) test cases once, and after few minutes I run same test again, but the second test fails. Any idea why? If I reinstall appium, it will start successfully go through","The sentence """"""I have a problem: I run my (hybrid) test cases once, and after few minutes I run same test again, but the second test fails."""""" uses <pattern>VB(got) problem: VB(run) Noun(test cases) once, and after few minutes VB(run) same Noun(test) again, but the second Noun(test) VB(fails)</pattern> to indicate that the user encounters an issue where their test cases fail upon a second run after a few minutes. The answer is YES.",0,0,1
nodejs,hey all! Is it possible to have a node script command in a parent directory call a node script of child directory? For instance build.all.devwould look at multiple applications within it's own root path and runbuild.devin each of the specified sub-directories... Essentially making an application wrapper to manage other applications that are similar in configuration. A simple yes or no would be good but maybe there is an example out there? Thank you! hello again! Please and thank you. ah! child_process franciscofsales: thanks a bunch. for some reason I couldn't find it thanks again. I have much to look into.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Hello everyone, is it not possible to have a squashfs volume ? docker volume create -d local -o type=squashfs -o device=$(pwd)/pia.squashfsand then mounting the volume inside a container fails withblock device required","The sentence """"""Hello everyone, is it not possible to have a squashfs volume ? docker volume create -d local -o type=squashfs -o device=$(pwd)/pia.squashfsand then mounting the volume inside a container fails withblock device required"""""" uses <pattern>VB(fails) with Noun(block device required)</pattern> to indicate that mounting the volume inside a container is not working because a block device is required. The answer is YES.",0,0,1
deeplearning4j,"Hello, I'm facing a lot of problem in training neural network with Spark. I'm getting a lot of ""ExecutorLostFailure (executor 34 exited caused by one of the running tasks) Reason: Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages."" even with 60gb ram per node in a 3 nodes cluster. Has anyone faced the same issue with Spark?","The sentence """"""Hello, I'm facing a lot of problem in training neural network with Spark. I'm getting a lot of ""ExecutorLostFailure (executor 34 exited caused by one of the running tasks) Reason: Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages."" even with 60gb ram per node in a 3 nodes cluster."""""" uses <pattern>VB(facing) a lot of problem</pattern> and <pattern>VB(getting) a lot of ""ExecutorLostFailure""</pattern> to indicate issues with training a neural network in Spark, specifically related to executor failures and potential network or resource threshold issues. The answer is YES.",0,0,1
ethereum,"I'm looking into beginning a long term investment into Ethereum, however my technical knowledge and reaources are quite minimal. Would there be any teccomwndations from Recommendations you folks could make? Sorry about that last message, mobile isn't the most optimal interface I suppose.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,so if I wanted to make sure the container is always up to date I would have to schedule an external script that regularly kills the container and then recreates it?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Why wordpress can't pull anything with this? {{config.PayoutThreshold}}{{format-number stats.model.minersTotal}} How to tell wordpress to read this type of tags,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,is the adb command working from terminal?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hey guys. Trying to open the Native Chrome app in a Pixel emulator. I have added the App Activity and name. However, when running, Chrome is refusing to open do to a security exception error. Has anyone experienced anything like this and knows a work around?","The sentence """"""However, when running, Chrome is refusing to open do to a security exception error."""""" uses <pattern>VB(refusing) to open due to a Noun(security exception error)</pattern> to indicate that the program is encountering a security exception error when trying to open Chrome. The answer is YES.",0,0,1
nodejs,What is the proper way to check that if collection exist then only drop using mongoose,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Hi all, I've always used EXPOSE in my Dockerfiles, however other than informing the user, I can't see a technical/functional purpose for it. Is there any use including EXPOSE in my Dockerfiles?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"I've been here a few times asking similar questions but I can't seem to get past this. I'm using r-3.8 and I am trying to integrate with spark. My training set in total is around 250 MB. Every time I train, I get an OutOfMemory error thrown. I've been able to successfully use the MultilayerPerceptronClassifier class that's native to spark with the same training set. It appears to be crashing in SparkDl4jMultiLayer.java while trying to process this resultsParams.foreach(a); Looks like line 351 in r-3.8 I've maxed out my driver and executor memory and framesize Also noticed the framesize seems to jump to around 1.7 gb and my training set is not neraly that big. no clue why this is happening. nearly*","The sentence """"""Every time I train, I get an OutOfMemory error thrown."""""" uses <pattern>VB(get) an OutOfMemory error thrown</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.
 
 The sentence """"""It appears to be crashing in SparkDl4jMultiLayer.java while trying to process this resultsParams.foreach(a);"""""" uses <pattern>VB(crashing) in Noun(SparkDl4jMultiLayer.java)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.
 
 The sentence """"""Also noticed the framesize seems to jump to around 1.7 gb and my training set is not nearly that big."""""" uses <pattern>VB(noticed) the framesize seems to jump</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
nodejs,Is there some way of a) using .load without pumping the file contents into the REPL session history? b) filtering history navigation by what you type like IPython?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Does anyone know, how to refresh(?) component? I need to dynamically set component's parameters (without restart) i've found smth like:",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,anyone managed to use sqlite in an aurelia app? i'm getting a list of dependencies that are not loaded notsonotso: please leave..,"The sentence """"""i'm getting a list of dependencies that are not loaded"""""" uses <pattern>VB(getting) a list of dependencies that are not VB(loaded)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
nodejs,"The problem with .net is that was a propietary platform, very closed so many people starting in source code projects just didnt get involved plus many restrinction the .net core has","The sentence """"""The problem with .net is that was a propietary platform, very closed so many people starting in source code projects just didnt get involved plus many restrinction the .net core has"""""" uses <pattern>problem with Noun(.net)</pattern> to indicate issues with the .net platform being proprietary and restrictive. The answer is YES.",0,0,1
typescript,i want to make a function that accepts a callback. What type is a callback?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,I can't seem to add the deeplearning4j-zoo dependency in the image classification tutorial,"The sentence """"""I can't seem to add the deeplearning4j-zoo dependency in the image classification tutorial"""""" uses <pattern>not VB(add)</pattern> to indicate that the user is unable to add the specified dependency in the tutorial. The answer is YES.",0,0,1
deeplearning4j,"Hi, I'm using the SNAPSHOT version of the distribution to fix an issue with reset being called on a sequence reader where the features and labels are in the same file. Not sure if there is also an issue when calling eval.eval(test.getLabels(), output); on the dataset that has been run through splitTestAndTrain as I'm getting the following error: Exception in thread ""main"" java.lang.IllegalStateException: Unable to get number of of rows for a non 2d matrix","The sentence """"""Not sure if there is also an issue when calling eval.eval(test.getLabels(), output); on the dataset that has been run through splitTestAndTrain as I'm getting the following error: Exception in thread ""main"" java.lang.IllegalStateException: Unable to get number of of rows for a non 2d matrix"""""" uses <pattern>VB(getting) the error</pattern> to indicate an error encountered when calling `eval.eval(test.getLabels(), output)` on a dataset processed with `splitTestAndTrain`. The answer is YES.",0,0,1
appium,"Hi All, any idea how to get the device locale in iOS? wswebcreation: language and region wswebcreation: I thought we can set this on android only...does it work on iOS too? wswebcreation: Yup...did this way...but it doesnt change the locale",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Hi everybody, we found a small bug in max pooling layer involving CUDA backend. We submitted an issue:",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
