,issue,PS1,y_PS,y''_PS,ACC_AI_PS
typescript,"Got a weird issue where I am trying to add a customd.tsfile to add some methods to an existing module (express) but VSCode picks them up, but when I gulp them (using same tsconfig) it doesnt seem to pick them up can I just confirm the syntax should be like and as long as thed.tsfile which contains this is referenced in tsconfigfilessection it should work right?","The sentence """""" Got a weird issue where I am trying to add a customd.tsfile to add some methods to an existing module (express) but VSCode picks them up, but when I gulp them (using same tsconfig) it doesnt seem to pick them up """""" uses <pattern>got a weird issue where</pattern> to indicate that there is something wrong with ""adding a customd.tsfile"". The answer is YES.",0,0,1
nodejs,Hi I have a async function. This function calls another await (calling a rest api ticker link). I want to wait for this function for 10 seconds irrespective of that internal api ticker finished or not. Hwo do I do taht?,"The sentence """""" I want to wait for this function for 10 seconds irrespective of that internal api ticker finished or not. """""" uses <pattern>want to VB</pattern> to indicate that the user is getting trouble in ""waiting for the function"". The answer is YES.",1,0,0
gitter,"Hi, I'm trying to use Gitter Desktop. Any thoughts on why the words are not readable? It looks like a font issue for me. .before after but definitely related to latest insider build. Thanks all thanks@RedBaron2. I'll look forward to it. It's still not available for me.","The sentence """""" Any thoughts on why the words are not readable? """""" uses <pattern>sth are not readable</pattern> to indicate that there is something wrong with ""the words"". The answer is YES.",0,0,1
appium,hi! I have an error Message: Class Initialization method AidaTest.ScenarioStart.ClassInitialize threw exception. System.InvalidOperationException: System.InvalidOperationException: Couldn't connect to remote machine. ---> System.InvalidOperationException: Couldn't get process information from performance counter. ---> System.ComponentModel.Win32Exception: Access is denied. I have to run one .exe file. Work with WinAppDriver,"The sentence """""" I have an error Message: Class Initialization method AidaTest.ScenarioStart.ClassInitialize threw exception. System.InvalidOperationException: System.InvalidOperationException: Couldn't connect to remote machine. """""" uses <pattern>Couldn't VB</pattern> to indicate that there is something wrong with ""connecting to remote machine"". The answer is YES.",0,0,1
deeplearning4j,"AlexDBlack: Hello.Alex.I have a question when deploying dl4j on server. It seems when a network model instance is dealing with large requests from multiple threads, the time will dramatically increase. Is there any machanism that will block multiple requests when I invoke 'model.output(inputArr); 'Can a model instance dealing with calculation requests from multiple threads at a time?","The sentence """""" It seems when a network model instance is dealing with large requests from multiple threads, the time will dramatically increase. """""" uses <pattern>time will dramatically increase</pattern> to indicate that there is something wrong with ""network model instance"". The answer is YES.",0,0,1
typescript,I have install flexslider via:npm install -D @types/flexslider but I am getting the following error: index.d.ts is not a module. any idea?,"The sentence """""" but I am getting the following error: index.d.ts is not a module. """""" uses <pattern>getting the following error</pattern> to indicate that there is something wrong with ""index.d.ts"". The answer is YES.",0,0,1
deeplearning4j,I followed the steps for running the example files but it seems that it is not able to download the required files. I am getting around 100 file not found errors. Any idea to resolve this problem?,"The sentence """""" I am getting around 100 file not found errors. """""" uses <pattern>getting file not found errors</pattern> to indicate that there is something wrong with ""downloading the required files"". The answer is YES.",0,0,1
docker,"i tried many times to understand what docker is. please tell me if i am wrong we are using images as environments like .net or something else and put our app in .net image, so our app runs on every machine same way? SISheogorath: so when we run our app on another machine, it runs on same filesystem and settings right? to my understanding, when we run our app in container, docker creates virtual filesystem and arrange settings for this container. SISheogorath: no, i have limited experience with unix and linux",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"How can i start testing app using appium via ruby. i've installed appium ,eclipse,selenium webdriver. Can u provide me a link that i can look upto. ? i'm using windows",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"Hey folks, I live in Berlin and i remember there was a coworkijg space called ETHDEV in Kreuzberg. Google maps says it's Oranienburgerstr. 6 but nobody's there Has it moved, or is it not really a coworking space?","The sentence """""" Google maps says it's Oranienburgerstr. 6 but nobody's there """""" uses <pattern>nobody's there</pattern> to indicate that there is something wrong with the location information. The answer is YES.",0,0,1
nodejs,"Hello, I\'m working on indoor positioning with node.js. I want to apply Kalman Filter to Reduce RSSI Noise. I have a library for this: "" "". The use of this library was quickly explained but I didn\'t understand much. That\'s why I need help. How do I apply a kalman filter to my prediction code?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,Hello everyone. I used google firebase for android. But I can't fetch data from google firebase. Help me.,"The sentence """""" But I can't fetch data from google firebase. """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""fetch data from google firebase"". The answer is YES.",0,0,1
typescript,Hi! Is there any way to map T | undefined to T? I tried NonNullable but it did not work :( Like so,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,"Hi, I downloaded my wallet a few weeks ago and last night transferred some Ethereum to my wallet but 24 hours later it hasn't arrived. I have double checked that I used the correct key to my Main Account (Etherbase) and it still hasn't arrived, can anyone assist me","The sentence """""" 24 hours later it hasn't arrived. """""" uses <pattern>hasn't VBN</pattern> to indicate that there is something wrong with ""Ethereum transfer"". The answer is YES.",0,0,1
gitter,hi i have some problem about gitter xprop doesnt give me gitter's wm_class i am using i3wm so i need that for assing it to my workspace thank you@MadLittleMods,"The sentence """""" xprop doesnt give me gitter's wm_class """""" uses <pattern>doesn't give me sth</pattern> to indicate that there is something wrong with ""xprop"". The answer is YES.",0,0,1
deeplearning4j,"Hi there, I have a problem to get the 0.4.1-SNAPSHOT version. No problem to get the stable version 0.4.0. Snapshot repository is set up as well. Is something missing? Alright, thanks for the info. Is there a date when 0.4.1 becomes stable?","The sentence """""" I have a problem to get the 0.4.1-SNAPSHOT version. """""" uses <pattern>have a problem to VB</pattern> to indicate that there is something wrong with ""getting the 0.4.1-SNAPSHOT version"". The answer is YES.",0,0,1
typescript,"Hello! I just have a quick question. Ever since upgrading to typescript 2.4.1, I am getting a strange ""implicit any""-Error. Am I missing something here perhaps? This is why I am confused Is that a bug? In TypeScript 2.3 it worked just fine, and I do not want ""x: any"" in my code Using any would, IMO, totally defy one of the core reasons of using typescript No, it isn't Ah, I found the problem. Seems that I updated PouchDB dependencies which then caused an error somewhere completely else","The sentence """""" Seems that I updated PouchDB dependencies which then caused an error somewhere completely else """""" uses <pattern>caused an error</pattern> to indicate that there is something wrong with ""updated PouchDB dependencies"". The answer is YES.",0,0,1
typescript,"Hi, I am using Visual Studio 2017 and am using webpack to compile the typescript files in the soluton The proble is visual studio also adds a command to the msbuild csproj file to compile the typescript too this slows down builds, and the output js is unused, so i'd like to remove it commenting the line out in the csproj works, but then VS Intellisense stops working (find all referneces etc). I there a way to make this work again with webpack? or somehow make intellisense work but disable compilation?","The sentence """""" The proble is visual studio also adds a command to the msbuild csproj file to compile the typescript too this slows down builds, and the output js is unused, so i'd like to remove it """""" uses <pattern>the problem is</pattern> to indicate that there is something wrong with ""visual studio also adds a command to the msbuild csproj file to compile the typescript"". The answer is YES.",0,0,1
typescript,"Then my question is how do you get that to work? Do I need to have my production file in a module? Alright I'll try this again, but every time I do, I get a loop of compiler errors and I can't figure how to resolve them that's a good way of doing it I think I'm a tackle one thing at a time my first step will to be to run my unit tests in browser mode","The sentence """""" every time I do, I get a loop of compiler errors and I can't figure how to resolve them """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""compiler errors"". The answer is YES.",0,0,1
appium,"before update to appium 1.7, I am using the following to set process Arguments; but now 1.7 having error said process arguments be in json format. Can someone help me how to convert it. Appreciate for your help","The sentence """""" but now 1.7 having error said process arguments be in json format """""" uses <pattern>having error</pattern> to indicate that there is something wrong with ""process arguments"". The answer is YES.",0,0,1
deeplearning4j,"Hi, i'm using sbt but cannot import cuda and spark dependencies for snapshot. All other deps are ok. ""0.8.1_spark_2-SNAPSHOT"" doesn't like it. yes of course. %% adds scala version. Even if I add it manually like this, still can't import.","The sentence """""" but cannot import cuda and spark dependencies for snapshot. """""" uses <pattern>cannot VB</pattern> to indicate that there is something wrong with ""import cuda and spark dependencies"". The answer is YES.",0,0,1
typescript,"hello, guys! Can anyone try to help me with this error? I'm receiving this error: I've just change from Typescript 2.3 to 2.4 I think could be the Strict contravariance for callback parameters but I didn't find a way to fix it","The sentence """""" I'm receiving this error: I've just change from Typescript 2.3 to 2.4 """""" uses <pattern>receiving this error</pattern> to indicate that there is something wrong with ""changing from Typescript 2.3 to 2.4"". The answer is YES.",0,0,1
docker,hi i have a question i use a docker compose with 3 container one of this is mvc .net core api i need to call another service is into another container. I recived thi error message System.Net.Http.HttpRequestException: An error occurred while sending the request. ---> System.Net.Http.CurlException: Couldn't connect to server,"The sentence """""" I recived thi error message System.Net.Http.HttpRequestException: An error occurred while sending the request. ---> System.Net.Http.CurlException: Couldn't connect to server """""" uses <pattern>Couldn't VB</pattern> to indicate that there is something wrong with ""connecting to the server"". The answer is YES.",0,0,1
nodejs,"I am having some problem in installing node-v4.4.4. I have downloaded the file Linux Binaries (.tar.xz), but I am not able to install it. Neither there is any configure file, nor the command make install is working.","The sentence """""" I am having some problem in installing node-v4.4.4. """""" uses <pattern>having some problem in VBG</pattern> to indicate that there is something wrong with ""installing node-v4.4.4"". The answer is YES.",0,0,1
appium,"Hi , i a Hi i am using appium 1.7.2 , i am able to launch app but unable to locate element in natjve ios..can someone plz help Finding element using xpath","The sentence """""" i am able to launch app but unable to locate element in natjve ios """""" uses <pattern>unable to VB</pattern> to indicate that there is something wrong with ""locate element in native iOS"". The answer is YES.",0,0,1
ethereum,"hello guys, in a function like that: if I running out of gas at line 7 will my balance decrease but the transfer never be made?","The sentence """""" if I running out of gas at line 7 will my balance decrease but the transfer never be made? """""" uses <pattern>running out of sth</pattern> to indicate that there is something wrong with ""gas"". The answer is YES.",1,0,0
deeplearning4j,"raver119: nHeight=100, nWidth=100, nChannels=3, batchsize=10. I have a question about cudnn. Does cudnn7 works for dl4j? dl4j site said ""only cudnn6 supported"". However, I could not find cudnn6.0 at the nvidia site. (I downloaded ""cudnn-8.0-windows7-x64-v7.zip"" and copied three files to the three directories in ""C:\\Program Files\\NVIDIA GPU Computing Toolkit\\CUDA\\v8.0.""). raver119: I installed the right version now. However, I had the similar error. Do I have to add the cudnn library using ""Project Structure/Modules/Depencences""?","The sentence """""" However, I had the similar error. """""" uses <pattern>had the similar error</pattern> to indicate that there is something wrong with the user's setup. The answer is YES.",0,0,1
typescript,"Hi all, doesn't anyone know if it's possible to compile a typescript file on it's own using angular's httpClient ? I want to get a service written in Angular / typescript and compile it on it's own so I can run it using ""node mycompiledservice.js""",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hello Everyone, I am kind of new to appium. I am automating a mobile web app. I am currently stuck with changing date from a date picker. The appium does not seem to recognise this date picker element . how do i get my driver recognize the date picker element.? any help with be great btw this is for android","The sentence """""" The appium does not seem to recognise this date picker element . """""" uses <pattern>does not seem to VB</pattern> to indicate that there is something wrong with ""appium"". The answer is YES.",0,0,1
appium,"i get the following error even though the app is in this location and i have installed it on the emulator too. Any idea why this is happening? ERROR: An unknown server-side error occurred while processing the command. Original error: The application at debug.apk does not exist or is not accessible im using UIAutomator2 Hi, is there a clear documentation on how i can verify toast messages on android using UIAutomator2? i've been trying to verify toast messages on my tests, but dont seem to find a clear approach to it","The sentence """""" The application at debug.apk does not exist or is not accessible """""" uses <pattern>does not exist or is not accessible</pattern> to indicate that there is something wrong with ""the application at debug.apk"". The answer is YES.",0,0,1
nodejs,hi Guys I wanted to store a database file. Which location should i use so that it woks perfectly on all the operating system??? d3x0r: but ./data will not work in windows operating system,"The sentence """""" but ./data will not work in windows operating system """""" uses <pattern>will not work in</pattern> to indicate that there is something wrong with ""./data"" in ""windows operating system"". The answer is YES.",0,0,1
nodejs,"I have a Node.js api that is working when i am sending less request. When i increase requests, I start to get Received HTTP error 504 trying to fetch link. I need help to : ? any one","The sentence """""" When i increase requests, I start to get Received HTTP error 504 trying to fetch link. """""" uses <pattern>start to get error</pattern> to indicate that there is something wrong with ""increasing requests"". The answer is YES.",0,0,1
nodejs,"Anyone know of a good library for adding debugging output to an app? I'm using right now, but I wanted something that I could add other tags or categories to or something the debug library only allows for the one. You can use wild cards, but thats a pita. Like if I have models, routes, controllers, then error/debug/info/warn levels for each of those.. that wouldn't be the easiest using debug abhisekp: does that output to the console as well? if needed; I like the how the debug lib just requires you to set the envDEBUGvar ah, yes, console logging","The sentence """""" the debug library only allows for the one """""" uses <pattern>only allows for sth</pattern> to indicate that there is something wrong with ""the debug library"". The answer is YES.",1,0,0
docker,"Hey all. Wondering if I can get a couple of opinions: I have a container that, during build, effectively seeds the application (specifically, it's couchdb and I publish a couchapp into it). Because of how volumes work, I can use a named or anonymous volume and it's seeded, but if I use a bind mount, it won't be. So these are my options:",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"When I do adocker build .what is actually happening at a high level? I assumed it would create a container for this but not run it, but it does appear to run the container too, so is a docker build basically doing a run as well? I am using docker for windows (with windows containers) currently but its often quite dead in here",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,"mmm, i was just removed from the docker org, i was part of it so that i can make changes to gordon. any way of getting access to gordon back?","The sentence """""" i was just removed from the docker org """""" uses <pattern>be removed from</pattern> to indicate that there is something wrong with the user's access to the docker organization. The answer is YES.",1,0,0
appium,"hello to all, I'm trying to connect a physical device but the app is already installed on device and I have no ipda... is the ipa mandatory to do that?","The sentence """""" I have no ipda... is the ipa mandatory to do that? """""" uses <pattern>no sth</pattern> to indicate that there is something wrong with ""ipda"". The answer is YES.",0,0,1
deeplearning4j,"Do you know when DL4J 0.8.1 will be released? I would like to play with the zoo, but I really can't use snapshot right now tomthetrainer: thanks for your response. I think I will try the keras model. What I want is to use models to understand better the API possible inputs and outputs. Do you suggest any reading/example about importing Keras model besides de dl4j docs. Thanks! Thanks",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,Why is my promise not getting called logs I want to upload every image in req files to cloudinary asynchronously,"The sentence """""" Why is my promise not getting called """""" uses <pattern>not getting VBN</pattern> to indicate that there is something wrong with ""promise"". The answer is YES.",0,0,1
ethereum,"Hello, i need contact with Vitalik... How can i contact with Vitalik please!? LogvinovLeon: Thank you! I tried to contact him by twitter but he did not respond. The problem is that I lost his number and I have written emails but he does not respond ... :(","The sentence """""" The problem is that I lost his number and I have written emails but he does not respond ... :( """""" uses <pattern>the problem is that</pattern> to indicate that there is something wrong with ""contacting Vitalik"". The answer is YES.",0,0,1
appium,"Hi there, I have some troubles using appium as remote selenium server and downloading the apk over a ssl connection with a self signed certificate. It claims, that it can't download the app over http with a self signed certificate. Is there a property I can set or an environment variable to get rid of this error.","The sentence """""" It claims, that it can't download the app over http with a self signed certificate. """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""downloading the app over http with a self signed certificate"". The answer is YES.",0,0,1
appium,can we enable disable SIM in android using ADB or Appium?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,hi. i transferred 0.2 eth to my account 5 hours ago and i still don't see anything on my wallet or etherscan. how long do i need to wait?,"The sentence """""" i still don't see anything on my wallet or etherscan. """""" uses <pattern>don't see anything</pattern> to indicate that there is something wrong with ""wallet or etherscan"". The answer is YES.",0,0,1
deeplearning4j,"Hi Guys, does anybody know what's the problem with running examples on mac os? trying to run MnistMLPExample and get fatal error has been detected by the Java Runtime Environment: yes. Even updated JDK Here is my gist","The sentence """""" trying to run MnistMLPExample and get fatal error has been detected by the Java Runtime Environment """""" uses <pattern>get fatal error</pattern> to indicate that there is something wrong with ""running MnistMLPExample"". The answer is YES.",0,0,1
nodejs,"I need help , how can i update global variable 'data' fromthenin promise . roychri: if i use global data , nothing changing . console.log(data) display data without change after parse function , but inthendata is changed . If i try set data in then to global roychri: you are right, but in then console.log show information what i need , but not in global . i cant use changed variable in the rest of the program .only in then . its my problem .","The sentence """""" i cant use changed variable in the rest of the program .only in then . its my problem . """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""changed variable"". The answer is YES.",0,0,1
gitter,"Hi everyone. Is there a way to archive an old inactive gitter room, so that people can't post there anymore, but the archives are still available? I don't want to delete the room, since the delete dialog box mentions that all messages will be deleted and we would like to keep the messages in the room as an archive.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,i am trying to fetch geolocation using google api but some error is coming regarding api key here is the link i am using this in a node app@rjoydip,"The sentence """""" but some error is coming regarding api key """""" uses <pattern>some error is coming</pattern> to indicate that there is something wrong with ""api key"". The answer is YES.",0,0,1
nodejs,So I used Js and node for a while up until node v 0.10 and around when io.js was forked. And haven't touched it much since. And now is on v6 and most people are doing es6. Can anyone point me in the right direction on trying to start new projects using es6 properly? I'm not as familiar with that new syntax as much. Arrow functions look weird lol Thanks guys Yea at work were starting a project in node so I need to catch up,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
typescript,"I have some places where I use{ [key: string]: any }, can I safely replace that with Object? Or should I use object?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,how it was impossible to get a working scala 2.10 build ah i already moved away from both google and 2.10 now anyway:P document what exactly how to get it running on google?,"The sentence """""" how it was impossible to get a working scala 2.10 build """""" uses <pattern>impossible to VB</pattern> to indicate that there is something wrong with ""getting a working scala 2.10 build"". The answer is YES.",1,0,0
ethereum,total newb question... I transferred out some Ether to a trading service and yet my local wallet still hasn't updated (that the withdrawal occured)... any idea why?,"The sentence """""" my local wallet still hasn't updated (that the withdrawal occured) """""" uses <pattern>still hasn't VBN</pattern> to indicate that there is something wrong with ""local wallet"". The answer is YES.",0,0,1
nodejs,hello guys I am getting the following error in a nodejs project any ideas? problem solved,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
typescript,Does the index signature work with getters? I have effectively this: Where I would expect to do something like this: [code],No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,hey guys what is the best way to troubleshoot localhost networking problems? i have a local mysql instance (non docker) and a webserver i want to talk to it. but it's not seeing outside itself. I'm a beginner at troubleshooting these use interactive mode?,"The sentence """""" but it's not seeing outside itself. """""" uses <pattern>not VB outside itself</pattern> to indicate that there is something wrong with ""it"" (the webserver). The answer is YES.",0,0,1
nodejs,Anyone familiar with Hexo? It uses stylus and I'm trying to figure out how to get some basic styling going.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"I have site1.com, site1.com ... site*.com runing on their own container, how to config all these containers all listen to port 80? just like apache vhost so i have to install nginx on the host machine ? or one of the image ,say site1.com let me have a look at the *.yml file?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,How can i prevent new socket.io connection on page reload. On page refresh i am connected with new socket id and not able to fetch previous socket data.,"The sentence """""" On page refresh i am connected with new socket id and not able to fetch previous socket data. """""" uses <pattern>not able to VB</pattern> to indicate that there is something wrong with ""fetch previous socket data"". The answer is YES.",0,0,1
deeplearning4j,"Hi , I am using HDFS as file system, when I run a DL4J application on spark, during the application execution, I am getting an error related to spark shuffling:org.apache.spark.shuffle.MetadataFetchFailedException: Missing an output location for shuffle 0is this error is because spark is not configured to write read and write form HDFS?","The sentence """""" I am getting an error related to spark shuffling:org.apache.spark.shuffle.MetadataFetchFailedException: Missing an output location for shuffle 0 """""" uses <pattern>getting an error</pattern> to indicate that there is something wrong with ""spark shuffling"". The answer is YES.",0,0,1
deeplearning4j,"Hi all, I have some issue to build with snapshots and sbt: here is my Build.scala I get the following exception: can you help me with this? agibsonccc: i run it again an had the same issue, it's on aws and the network is working fine","The sentence """""" i run it again an had the same issue """""" uses <pattern>had the same issue</pattern> to indicate that there is something wrong with ""build with snapshots and sbt"". The answer is YES.",0,0,1
typescript,"Hey, I'm using this library: and it comes with a typescript header file: but I can't figure out how to import it properly. Any ideas? I've tried various styles of import, but I keep getting errors similar to '.../keycloak-js/dist/keycloak.d.ts' is not a module","The sentence """""" I keep getting errors similar to '.../keycloak-js/dist/keycloak.d.ts' is not a module """""" uses <pattern>keep getting errors</pattern> to indicate that there is something wrong with the import process. The answer is YES.",0,0,1
docker,"what would be the ip address of a container in a swarm using the Overlay Network Driver? would that be the ip inside of ""docker inspect""?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Where can I get help with the docker go sdk?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"Does anyone know whether the following is intended behavior and, if yes, what the rationale is? The closest thing I could find is a that suggests that it should work.. maybe.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi We just published a library- , Now when i am trying to install that version- NPM is giving me error that the version is not found. any specific reason ?","The sentence """""" NPM is giving me error that the version is not found. """""" uses <pattern>giving me error that</pattern> to indicate that there is something wrong with ""NPM"". The answer is YES.",0,0,1
docker,Someone can help me with adb inside docker? When i'm running container sometimes smartphone it's detected and sometimes no.,"The sentence """""" When i'm running container sometimes smartphone it's detected and sometimes no. """""" uses <pattern>sometimes sth is VBN and sometimes no</pattern> to indicate that there is something wrong with ""smartphone detection"". The answer is YES.",0,0,1
ethereum,"I have a question? How much gigabytes will be downloaded if you put $ 2,500 worth of ether into a mist wallet? How much gigabytes will be downloaded if you put $ 2,500 worth of ether into a mist wallet? @doktor1897",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hello, i have updated my appium to 1.16.0 . while running test suite, I am getting this error ""[debug] [W3C] Encountered internal error running command: Error: The instrumentation process cannot be initialized. Make sure the application under test does not crash and investigate the logcat output. "" does any body knows abt it? Thanks! toien44: hey were you able to fix this issue ? i am getting similar kind of issue","The sentence """""" I am getting this error ""[debug] [W3C] Encountered internal error running command: Error: The instrumentation process cannot be initialized. Make sure the application under test does not crash and investigate the logcat output. "" """""" uses <pattern>getting this error</pattern> to indicate that there is something wrong with ""the instrumentation process"". The answer is YES.",0,0,1
docker,"Hey there, can anyone help me with an cron issue. I have a PHP container in which I need to run cron (for wordpress, because the wordpress cron is not running) I created a cron with supervisord and the service is running in the container but the crontab (which is also available in the container) is never starting or running in the dockerfile: cron tab file in the container: and the supervisor d: and the /tmp/test is never created its weird","The sentence """""" but the crontab (which is also available in the container) is never starting or running """""" uses <pattern>sth is never VBG</pattern> to indicate that there is something wrong with ""crontab"". The answer is YES.",0,0,1
ethereum,"Hello have gotten some issue again, I lost my keystore file, and my private key . All I have it my 24 words seed . Pls can I still log in on my ETH wallet ?","The sentence """""" I lost my keystore file, and my private key. """""" uses <pattern>lost my sth</pattern> to indicate that there is something wrong with ""keystore file"" and ""private key"". The answer is YES.",0,0,1
appium,"Hi,I'm using python. Is there a way to copy and paste text and Unicode from appium?send_keys only allows numbers.","The sentence """""" send_keys only allows numbers. """""" uses <pattern>only allows sth</pattern> to indicate that there is something wrong with ""send_keys"". The answer is YES.",0,0,1
ethereum,Hey guys I have been having trouble with how to set up any software for mining ether can anyone help me ? I know how to start mining and I already have an ether wallet I am having trouble with downloading the software I seem to be constantly downloading the wrong software please help?,"The sentence """""" I seem to be constantly downloading the wrong software """""" uses <pattern>seem to be VBG</pattern> to indicate that there is something wrong with ""downloading the software"". The answer is YES.",0,0,1
docker,hey allo ! anyone know how to target a specific device when running container ? from here it says. what is the device serial? the actual android device serial ? or the usb serial ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"hello guys, haw I can streaming video from my webcam with nodejs",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,hi i am not able to launch appium after upgrade node version 10.0.0. TypeError: frame.getFileName is not a function at isInsideNodeModules (internal/util.js:360:28),"The sentence """""" i am not able to launch appium after upgrade node version 10.0.0. """""" uses <pattern>not able to VB</pattern> to indicate that there is something wrong with ""launch appium"". The answer is YES.",0,0,1
deeplearning4j,"I have a quick question about the word2vecSentimentRNN example? from my understanding this is a supervised learning approach since the model gets trained initially, is this correct?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Guys, I have a conceptual question in the working of the training. So few days back I asked and was told that if a DataSetIterator iterates over the entire dataset in each .next() then the number of epochs and number of iterations are essentially the same. My question is, I assume the possibility of iterating over smaller portions of the data set must have provided some use case (better results?) can some one who has more information on this please coment?@AlexDBlack@raver119?Also if I call train with a datasetIterator that has a batch size of imagine total/10 (can provide 10 batches) and have defined number of iterations as 5, the fit() method will iterate 5 times over each batch? so in total of 10 batches * 5 iterations ? or am I all worng",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,Has anyone seen the error :'Error: Cannot find module 'appium-gulp-plugins'' when running 'npm install -g appium-xcuitest-driver' ?,"The sentence """""" Has anyone seen the error :'Error: Cannot find module 'appium-gulp-plugins'' when running 'npm install -g appium-xcuitest-driver' ? """""" uses <pattern>Cannot find module</pattern> to indicate that there is something wrong with ""module 'appium-gulp-plugins'"". The answer is YES.",0,0,1
deeplearning4j,"anyone encounter this error when using deeplearning4j on spark: Exception in thread ""main"" java.lang.IllegalStateException: No updater to combine was trying to run the example codes ok","The sentence """""" Exception in thread ""main"" java.lang.IllegalStateException: No updater to combine """""" uses <pattern>Exception in thread</pattern> to indicate that there is something wrong with ""deeplearning4j on spark"". The answer is YES.",0,0,1
nodejs,"Hey, I am trying to migrate from cjs to es6 I want to convert I was thinking of something like, but SplitBox is const so can't reassign it Please let me know what else can be done.","The sentence """""" SplitBox is const so can't reassign it """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""SplitBox"". The answer is YES.",0,0,1
gitter,"Hi gitter folks, are there any plans to do work on the Android client? And if you are, is there a place where one can contribute with issues and feedback",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"Hi, is there a way to create private rooms? it's mentioned on the Billing page and I could swear I used them in the past but now just can't find a way to do it. Oh never mind, found the way to do it from theAdd A Roombutton. Wasn't clear to me from the new community creation workflow.","The sentence """""" but now just can't find a way to do it """""" uses <pattern>can't find</pattern> to indicate that there is something wrong with ""finding a way to create private rooms"". The answer is YES.",0,0,1
ethereum,AliceTheHive: How can I check if RPC is disabled in geth? How can I even issue a tx from a console? I cannot type anything in the console after typing geth + enter. Is this still an issue: ?,"The sentence """""" I cannot type anything in the console after typing geth + enter """""" uses <pattern>cannot VB</pattern> to indicate that there is something wrong with ""typing in the console"". The answer is YES.",0,0,1
docker,all: trying to find a simple way to tail or access stdout of a linked container running a simple service from another container (running tests) - I'd rather not modify the container running the service i.e. just use stdout - is there a good way to write stdout to a shared volume??,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"hey gitter support, can you help me rename my gitter channel ( My library changed name to bunit. So can I change the name to",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"webstrand: my ts code consumes modules withimport from, but I have some dynamicrequire()calls that need to happen during runtime and can't be compiled away into static ones. will rollup choke on it? I'm using them to have a module/addon/extension system in my app well, thats better asked in a rollup discussion place anyway. you gave me some great pointers guys. thank you :)","The sentence """""" but I have some dynamic require() calls that need to happen during runtime and can't be compiled away into static ones. """""" uses <pattern>can't be VBN</pattern> to indicate that there is something wrong with ""dynamic require() calls"". The answer is YES.",0,0,1
ethereum,i want to run serpent contract in geth testnet. how can i go about it?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Good day everyone! Is there a way to order commands in docker-compose? Thank you.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"I need help recovering a wallet. Who can I contact? I have the key, dont remember the pass. Yeah it appears I have forgotten my pre-sale password I just have the json","The sentence """""" Yeah it appears I have forgotten my pre-sale password """""" uses <pattern>have forgotten sth</pattern> to indicate that there is something wrong with ""pre-sale password"". The answer is YES.",0,0,1
nodejs,hello all anyone who can help me when using webpack with hybride crypto js it gives me error ERROR in keymanager.js Module not found: Error: Can't resolve 'react-native',"The sentence """""" it gives me error ERROR in keymanager.js Module not found: Error: Can't resolve 'react-native' """""" uses <pattern>can't resolve</pattern> to indicate that there is something wrong with ""react-native"". The answer is YES.",0,0,1
